‾	linea in alto, linea sopra, sopralineatura
🫸🏿	alt, aspettare, batti cinque, carnagione scura, destra, fermare, indietro, mano che spinge a destra, mano che spinge a destra: carnagione scura, mano che spinge verso destra, palmo, rifiutare, spingere, spinta, stop
👌	OK, OK con la mano, bene, capito, dito, d’accordo, gesto di ok, ho capito, indice, indice e pollice, mano, mano che fa OK, segno, segno di OK, va bene
👌🏻	OK, OK con la mano, bene, capito, carnagione chiara, dito, d’accordo, gesto di ok, ho capito, indice, indice e pollice, mano, mano che fa OK, mano che fa OK: carnagione chiara, segno, segno di OK, va bene
👌🏼	OK, OK con la mano, bene, capito, carnagione abbastanza chiara, dito, d’accordo, gesto di ok, ho capito, indice, indice e pollice, mano, mano che fa OK, mano che fa OK: carnagione abbastanza chiara, segno, segno di OK, va bene
👌🏽	OK, OK con la mano, bene, capito, carnagione olivastra, dito, d’accordo, gesto di ok, ho capito, indice, indice e pollice, mano, mano che fa OK, mano che fa OK: carnagione olivastra, segno, segno di OK, va bene
👌🏾	OK, OK con la mano, bene, capito, carnagione abbastanza scura, dito, d’accordo, gesto di ok, ho capito, indice, indice e pollice, mano, mano che fa OK, mano che fa OK: carnagione abbastanza scura, segno, segno di OK, va bene
👌🏿	OK, OK con la mano, bene, capito, carnagione scura, dito, d’accordo, gesto di ok, ho capito, indice, indice e pollice, mano, mano che fa OK, mano che fa OK: carnagione scura, segno, segno di OK, va bene
🤌	che vuoi, cosa vuoi, cuoppo, dita, dita unite, gesto della mano, interrogativo, ma che dici, mano a borsa, mano a carciofo, mano a cuoppo, mano a pigna, mano a tulipano, sarcastico
🤌🏻	carnagione chiara, che vuoi, cosa vuoi, cuoppo, dita, dita unite, gesto della mano, interrogativo, ma che dici, mano a borsa, mano a carciofo, mano a cuoppo, mano a pigna, mano a pigna: carnagione chiara, mano a tulipano, sarcastico
🤌🏼	carnagione abbastanza chiara, che vuoi, cosa vuoi, cuoppo, dita, dita unite, gesto della mano, interrogativo, ma che dici, mano a borsa, mano a carciofo, mano a cuoppo, mano a pigna, mano a pigna: carnagione abbastanza chiara, mano a tulipano, sarcastico
🤌🏽	carnagione olivastra, che vuoi, cosa vuoi, cuoppo, dita, dita unite, gesto della mano, interrogativo, ma che dici, mano a borsa, mano a carciofo, mano a cuoppo, mano a pigna, mano a pigna: carnagione olivastra, mano a tulipano, sarcastico
🤌🏾	carnagione abbastanza scura, che vuoi, cosa vuoi, cuoppo, dita, dita unite, gesto della mano, interrogativo, ma che dici, mano a borsa, mano a carciofo, mano a cuoppo, mano a pigna, mano a pigna: carnagione abbastanza scura, mano a tulipano, sarcastico
🤌🏿	carnagione scura, che vuoi, cosa vuoi, cuoppo, dita, dita unite, gesto della mano, interrogativo, ma che dici, mano a borsa, mano a carciofo, mano a cuoppo, mano a pigna, mano a pigna: carnagione scura, mano a tulipano, sarcastico
🤏	dita, gesto, mano che fa il gesto del pizzico, piccola quantità, piccolo, poco, un pochino, un po’
🤏🏻	carnagione chiara, dita, gesto, mano che fa il gesto del pizzico, mano che fa il gesto del pizzico: carnagione chiara, piccola quantità, piccolo, poco, un pochino, un po’
🤏🏼	carnagione abbastanza chiara, dita, gesto, mano che fa il gesto del pizzico, mano che fa il gesto del pizzico: carnagione abbastanza chiara, piccola quantità, piccolo, poco, un pochino, un po’
🤏🏽	carnagione olivastra, dita, gesto, mano che fa il gesto del pizzico, mano che fa il gesto del pizzico: carnagione olivastra, piccola quantità, piccolo, poco, un pochino, un po’
🤏🏾	carnagione abbastanza scura, dita, gesto, mano che fa il gesto del pizzico, mano che fa il gesto del pizzico: carnagione abbastanza scura, piccola quantità, piccolo, poco, un pochino, un po’
🤏🏿	carnagione scura, dita, gesto, mano che fa il gesto del pizzico, mano che fa il gesto del pizzico: carnagione scura, piccola quantità, piccolo, poco, un pochino, un po’
✌️	due, forbice, mano, segno di vittoria, vittoria, yeah
✌🏻	carnagione chiara, due, forbice, mano, segno di vittoria, vittoria, vittoria: carnagione chiara, yeah
✌🏼	carnagione abbastanza chiara, due, forbice, mano, segno di vittoria, vittoria, vittoria: carnagione abbastanza chiara, yeah
✌🏽	carnagione olivastra, due, forbice, mano, segno di vittoria, vittoria, vittoria: carnagione olivastra, yeah
✌🏾	carnagione abbastanza scura, due, forbice, mano, segno di vittoria, vittoria, vittoria: carnagione abbastanza scura, yeah
✌🏿	carnagione scura, due, forbice, mano, segno di vittoria, vittoria, vittoria: carnagione scura, yeah
🤞	buona fortuna, dita, dita incrociate, fortuna, incrociare, incrociare le dita, mano
🤞🏻	buona fortuna, carnagione chiara, dita, dita incrociate, dita incrociate: carnagione chiara, fortuna, incrociare, incrociare le dita, mano
🤞🏼	buona fortuna, carnagione abbastanza chiara, dita, dita incrociate, dita incrociate: carnagione abbastanza chiara, fortuna, incrociare, incrociare le dita, mano
🤞🏽	buona fortuna, carnagione olivastra, dita, dita incrociate, dita incrociate: carnagione olivastra, fortuna, incrociare, incrociare le dita, mano
🤞🏾	buona fortuna, carnagione abbastanza scura, dita, dita incrociate, dita incrociate: carnagione abbastanza scura, fortuna, incrociare, incrociare le dita, mano
🤞🏿	buona fortuna, carnagione scura, dita, dita incrociate, dita incrociate: carnagione scura, fortuna, incrociare, incrociare le dita, mano
🫰	amore, caro, costa, costoso, cuore, denaro, mano, mano con indice e pollice incrociati, schioccare, soldi
🫰🏻	amore, carnagione chiara, caro, costa, costoso, cuore, denaro, mano, mano con indice e pollice incrociati, mano con indice e pollice incrociati: carnagione chiara, schioccare, soldi
🫰🏼	amore, carnagione abbastanza chiara, caro, costa, costoso, cuore, denaro, mano, mano con indice e pollice incrociati, mano con indice e pollice incrociati: carnagione abbastanza chiara, schioccare, soldi
🫰🏽	amore, carnagione olivastra, caro, costa, costoso, cuore, denaro, mano, mano con indice e pollice incrociati, mano con indice e pollice incrociati: carnagione olivastra, schioccare, soldi
🫰🏾	amore, carnagione abbastanza scura, caro, costa, costoso, cuore, denaro, mano, mano con indice e pollice incrociati, mano con indice e pollice incrociati: carnagione abbastanza scura, schioccare, soldi
🫰🏿	amore, carnagione scura, caro, costa, costoso, cuore, denaro, mano, mano con indice e pollice incrociati, mano con indice e pollice incrociati: carnagione scura, schioccare, soldi
🤟	corna, dita, dito, gesto, gesto ti amo, gesto tvb, mano, rock, tre dita
🤟🏻	carnagione chiara, corna, dita, dito, gesto, gesto ti amo, gesto ti amo: carnagione chiara, gesto tvb, mano, rock, tre dita
🤟🏼	carnagione abbastanza chiara, corna, dita, dito, gesto, gesto ti amo, gesto ti amo: carnagione abbastanza chiara, gesto tvb, mano, rock, tre dita
🤟🏽	carnagione olivastra, corna, dita, dito, gesto, gesto ti amo, gesto ti amo: carnagione olivastra, gesto tvb, mano, rock, tre dita
🤟🏾	carnagione abbastanza scura, corna, dita, dito, gesto, gesto ti amo, gesto ti amo: carnagione abbastanza scura, gesto tvb, mano, rock, tre dita
🤟🏿	carnagione scura, corna, dita, dito, gesto, gesto ti amo, gesto ti amo: carnagione scura, gesto tvb, mano, rock, tre dita
🤘	concerto, corna, cornuto, dita, dito, fare le corna, gesto, mani, mano, mano con le corna, rock, rock and roll, rockstar, segno delle corna
🤘🏻	carnagione chiara, concerto, corna, cornuto, dita, dito, fare le corna, gesto, mani, mano, mano con le corna, rock, rock and roll, rockstar, segno delle corna, segno delle corna: carnagione chiara
🤘🏼	carnagione abbastanza chiara, concerto, corna, cornuto, dita, dito, fare le corna, gesto, mani, mano, mano con le corna, rock, rock and roll, rockstar, segno delle corna, segno delle corna: carnagione abbastanza chiara
🤘🏽	carnagione olivastra, concerto, corna, cornuto, dita, dito, fare le corna, gesto, mani, mano, mano con le corna, rock, rock and roll, rockstar, segno delle corna, segno delle corna: carnagione olivastra
🤘🏾	carnagione abbastanza scura, concerto, corna, cornuto, dita, dito, fare le corna, gesto, mani, mano, mano con le corna, rock, rock and roll, rockstar, segno delle corna, segno delle corna: carnagione abbastanza scura
🤘🏿	carnagione scura, concerto, corna, cornuto, dita, dito, fare le corna, gesto, mani, mano, mano con le corna, rock, rock and roll, rockstar, segno delle corna, segno delle corna: carnagione scura
🤙	chiamami, chiamare, dita, dito, gesto, mani, mano, mano con gesto di chiamata, telefonare, ti chiamo
🤙🏻	carnagione chiara, chiamami, chiamare, dita, dito, gesto, mani, mano, mano con gesto di chiamata, mano con gesto di chiamata: carnagione chiara, telefonare, ti chiamo
🤙🏼	carnagione abbastanza chiara, chiamami, chiamare, dita, dito, gesto, mani, mano, mano con gesto di chiamata, mano con gesto di chiamata: carnagione abbastanza chiara, telefonare, ti chiamo
🤙🏽	carnagione olivastra, chiamami, chiamare, dita, dito, gesto, mani, mano, mano con gesto di chiamata, mano con gesto di chiamata: carnagione olivastra, telefonare, ti chiamo
🤙🏾	carnagione abbastanza scura, chiamami, chiamare, dita, dito, gesto, mani, mano, mano con gesto di chiamata, mano con gesto di chiamata: carnagione abbastanza scura, telefonare, ti chiamo
🤙🏿	carnagione scura, chiamami, chiamare, dita, dito, gesto, mani, mano, mano con gesto di chiamata, mano con gesto di chiamata: carnagione scura, telefonare, ti chiamo
👈️	direzione, dito, dito verso sinistra, indicare, indice, indice verso sinistra, là, mano, sinistra
👈🏻	carnagione chiara, direzione, dito, dito verso sinistra, indicare, indice, indice verso sinistra, indice verso sinistra: carnagione chiara, là, mano, sinistra
👈🏼	carnagione abbastanza chiara, direzione, dito, dito verso sinistra, indicare, indice, indice verso sinistra, indice verso sinistra: carnagione abbastanza chiara, là, mano, sinistra
👈🏽	carnagione olivastra, direzione, dito, dito verso sinistra, indicare, indice, indice verso sinistra, indice verso sinistra: carnagione olivastra, là, mano, sinistra
👈🏾	carnagione abbastanza scura, direzione, dito, dito verso sinistra, indicare, indice, indice verso sinistra, indice verso sinistra: carnagione abbastanza scura, là, mano, sinistra
👈🏿	carnagione scura, direzione, dito, dito verso sinistra, indicare, indice, indice verso sinistra, indice verso sinistra: carnagione scura, là, mano, sinistra
👉️	a destra, destra, di là, dito, dito indice, dito verso destra, indicare, indice verso destra, mano
👉🏻	a destra, carnagione chiara, destra, di là, dito, dito indice, dito verso destra, indicare, indice verso destra, indice verso destra: carnagione chiara, mano
👉🏼	a destra, carnagione abbastanza chiara, destra, di là, dito, dito indice, dito verso destra, indicare, indice verso destra, indice verso destra: carnagione abbastanza chiara, mano
👉🏽	a destra, carnagione olivastra, destra, di là, dito, dito indice, dito verso destra, indicare, indice verso destra, indice verso destra: carnagione olivastra, mano
👉🏾	a destra, carnagione abbastanza scura, destra, di là, dito, dito indice, dito verso destra, indicare, indice verso destra, indice verso destra: carnagione abbastanza scura, mano
👉🏿	a destra, carnagione scura, destra, di là, dito, dito indice, dito verso destra, indicare, indice verso destra, indice verso destra: carnagione scura, mano
👆️	dito, dito alzato, dito in su, dito indice, in alto, indice alzato, indice in su, mano, sù
👆🏻	carnagione chiara, dito, dito alzato, dito in su, dito indice, in alto, indice alzato, indice alzato: carnagione chiara, indice in su, mano, sù
👆🏼	carnagione abbastanza chiara, dito, dito alzato, dito in su, dito indice, in alto, indice alzato, indice alzato: carnagione abbastanza chiara, indice in su, mano, sù
👆🏽	carnagione olivastra, dito, dito alzato, dito in su, dito indice, in alto, indice alzato, indice alzato: carnagione olivastra, indice in su, mano, sù
👆🏾	carnagione abbastanza scura, dito, dito alzato, dito in su, dito indice, in alto, indice alzato, indice alzato: carnagione abbastanza scura, indice in su, mano, sù
👆🏿	carnagione scura, dito, dito alzato, dito in su, dito indice, in alto, indice alzato, indice alzato: carnagione scura, indice in su, mano, sù
🖕	dita, dito, dito medio, insulto, mano, offendere, volgare
🖕🏻	carnagione chiara, dita, dito, dito medio, dito medio: carnagione chiara, insulto, mano, offendere, volgare
🖕🏼	carnagione abbastanza chiara, dita, dito, dito medio, dito medio: carnagione abbastanza chiara, insulto, mano, offendere, volgare
🖕🏽	carnagione olivastra, dita, dito, dito medio, dito medio: carnagione olivastra, insulto, mano, offendere, volgare
🖕🏾	carnagione abbastanza scura, dita, dito, dito medio, dito medio: carnagione abbastanza scura, insulto, mano, offendere, volgare
🖕🏿	carnagione scura, dita, dito, dito medio, dito medio: carnagione scura, insulto, mano, offendere, volgare
👇️	dito, dito abbassato, dito in giù, dito indice, indicare, indice abbassato, indice in giù, mano, qui, sotto
👇🏻	carnagione chiara, dito, dito abbassato, dito in giù, dito indice, indicare, indice abbassato, indice abbassato: carnagione chiara, indice in giù, mano, qui, sotto
👇🏼	carnagione abbastanza chiara, dito, dito abbassato, dito in giù, dito indice, indicare, indice abbassato, indice abbassato: carnagione abbastanza chiara, indice in giù, mano, qui, sotto
👇🏽	carnagione olivastra, dito, dito abbassato, dito in giù, dito indice, indicare, indice abbassato, indice abbassato: carnagione olivastra, indice in giù, mano, qui, sotto
👇🏾	carnagione abbastanza scura, dito, dito abbassato, dito in giù, dito indice, indicare, indice abbassato, indice abbassato: carnagione abbastanza scura, indice in giù, mano, qui, sotto
👇🏿	carnagione scura, dito, dito abbassato, dito in giù, dito indice, indicare, indice abbassato, indice abbassato: carnagione scura, indice in giù, mano, qui, sotto
☝️	dito, dito verso l’alto, in alto, indicare, indice verso l’alto, io, sopra, tu
☝🏻	carnagione chiara, dito, dito verso l’alto, in alto, indicare, indice verso l’alto, indice verso l’alto: carnagione chiara, io, sopra, tu
☝🏼	carnagione abbastanza chiara, dito, dito verso l’alto, in alto, indicare, indice verso l’alto, indice verso l’alto: carnagione abbastanza chiara, io, sopra, tu
☝🏽	carnagione olivastra, dito, dito verso l’alto, in alto, indicare, indice verso l’alto, indice verso l’alto: carnagione olivastra, io, sopra, tu
☝🏾	carnagione abbastanza scura, dito, dito verso l’alto, in alto, indicare, indice verso l’alto, indice verso l’alto: carnagione abbastanza scura, io, sopra, tu
☝🏿	carnagione scura, dito, dito verso l’alto, in alto, indicare, indice verso l’alto, indice verso l’alto: carnagione scura, io, sopra, tu
🫵	dito puntato, indicare, indice puntato, indice verso l’osservatore, mano, puntare, tu
🫵🏻	carnagione chiara, dito puntato, indicare, indice puntato, indice verso l’osservatore, indice verso l’osservatore: carnagione chiara, mano, puntare, tu
🫵🏼	carnagione abbastanza chiara, dito puntato, indicare, indice puntato, indice verso l’osservatore, indice verso l’osservatore: carnagione abbastanza chiara, mano, puntare, tu
🫵🏽	carnagione olivastra, dito puntato, indicare, indice puntato, indice verso l’osservatore, indice verso l’osservatore: carnagione olivastra, mano, puntare, tu
🫵🏾	carnagione abbastanza scura, dito puntato, indicare, indice puntato, indice verso l’osservatore, indice verso l’osservatore: carnagione abbastanza scura, mano, puntare, tu
🫵🏿	carnagione scura, dito puntato, indicare, indice puntato, indice verso l’osservatore, indice verso l’osservatore: carnagione scura, mano, puntare, tu
👍️	+1, bene, capito, certo, dito, d’accordo, mano, mi piace, ok, perfetto, pollice, pollice alzato, pollice in su, segno, su, sì, va bene
👍🏻	+1, bene, capito, carnagione chiara, certo, dito, d’accordo, mano, mi piace, ok, perfetto, pollice, pollice alzato, pollice in su, pollice in su: carnagione chiara, segno, su, sì, va bene
👍🏼	+1, bene, capito, carnagione abbastanza chiara, certo, dito, d’accordo, mano, mi piace, ok, perfetto, pollice, pollice alzato, pollice in su, pollice in su: carnagione abbastanza chiara, segno, su, sì, va bene
👍🏽	+1, bene, capito, carnagione olivastra, certo, dito, d’accordo, mano, mi piace, ok, perfetto, pollice, pollice alzato, pollice in su, pollice in su: carnagione olivastra, segno, su, sì, va bene
👍🏾	+1, bene, capito, carnagione abbastanza scura, certo, dito, d’accordo, mano, mi piace, ok, perfetto, pollice, pollice alzato, pollice in su, pollice in su: carnagione abbastanza scura, segno, su, sì, va bene
👍🏿	+1, bene, capito, carnagione scura, certo, dito, d’accordo, mano, mi piace, ok, perfetto, pollice, pollice alzato, pollice in su, pollice in su: carnagione scura, segno, su, sì, va bene
👎️	giù, in basso, mano, no, non mi piace, pollice, pollice abbassato, pollice in giù, pollice verso, segno
👎🏻	carnagione chiara, giù, in basso, mano, no, non mi piace, pollice, pollice abbassato, pollice in giù, pollice verso, pollice verso: carnagione chiara, segno
👎🏼	carnagione abbastanza chiara, giù, in basso, mano, no, non mi piace, pollice, pollice abbassato, pollice in giù, pollice verso, pollice verso: carnagione abbastanza chiara, segno
👎🏽	carnagione olivastra, giù, in basso, mano, no, non mi piace, pollice, pollice abbassato, pollice in giù, pollice verso, pollice verso: carnagione olivastra, segno
👎🏾	carnagione abbastanza scura, giù, in basso, mano, no, non mi piace, pollice, pollice abbassato, pollice in giù, pollice verso, pollice verso: carnagione abbastanza scura, segno
👎🏿	carnagione scura, giù, in basso, mano, no, non mi piace, pollice, pollice abbassato, pollice in giù, pollice verso, pollice verso: carnagione scura, segno
✊️	alzato, lotta, mano, pugno, pugno chiuso, sasso, solidarietà
✊🏻	alzato, carnagione chiara, lotta, mano, pugno, pugno chiuso, pugno: carnagione chiara, sasso, solidarietà
✊🏼	alzato, carnagione abbastanza chiara, lotta, mano, pugno, pugno chiuso, pugno: carnagione abbastanza chiara, sasso, solidarietà
✊🏽	alzato, carnagione olivastra, lotta, mano, pugno, pugno chiuso, pugno: carnagione olivastra, sasso, solidarietà
✊🏾	alzato, carnagione abbastanza scura, lotta, mano, pugno, pugno chiuso, pugno: carnagione abbastanza scura, sasso, solidarietà
✊🏿	alzato, carnagione scura, lotta, mano, pugno, pugno chiuso, pugno: carnagione scura, sasso, solidarietà
👊	d’accordo, mano, ok, patto, pugno, pugno chiuso, rock, sì
👊🏻	carnagione chiara, d’accordo, mano, ok, patto, pugno, pugno chiuso, pugno chiuso: carnagione chiara, rock, sì
👊🏼	carnagione abbastanza chiara, d’accordo, mano, ok, patto, pugno, pugno chiuso, pugno chiuso: carnagione abbastanza chiara, rock, sì
👊🏽	carnagione olivastra, d’accordo, mano, ok, patto, pugno, pugno chiuso, pugno chiuso: carnagione olivastra, rock, sì
👊🏾	carnagione abbastanza scura, d’accordo, mano, ok, patto, pugno, pugno chiuso, pugno chiuso: carnagione abbastanza scura, rock, sì
👊🏿	carnagione scura, d’accordo, mano, ok, patto, pugno, pugno chiuso, pugno chiuso: carnagione scura, rock, sì
🤛	mano, mano chiusa, pugno, pugno a sinistra, sinistra
🤛🏻	carnagione chiara, mano, mano chiusa, pugno, pugno a sinistra, pugno a sinistra: carnagione chiara, sinistra
🤛🏼	carnagione abbastanza chiara, mano, mano chiusa, pugno, pugno a sinistra, pugno a sinistra: carnagione abbastanza chiara, sinistra
🤛🏽	carnagione olivastra, mano, mano chiusa, pugno, pugno a sinistra, pugno a sinistra: carnagione olivastra, sinistra
🤛🏾	carnagione abbastanza scura, mano, mano chiusa, pugno, pugno a sinistra, pugno a sinistra: carnagione abbastanza scura, sinistra
🤛🏿	carnagione scura, mano, mano chiusa, pugno, pugno a sinistra, pugno a sinistra: carnagione scura, sinistra
🤜	destra, pugno, pugno a destra
🤜🏻	carnagione chiara, destra, pugno, pugno a destra, pugno a destra: carnagione chiara
🤜🏼	carnagione abbastanza chiara, destra, pugno, pugno a destra, pugno a destra: carnagione abbastanza chiara
🤜🏽	carnagione olivastra, destra, pugno, pugno a destra, pugno a destra: carnagione olivastra
🤜🏾	carnagione abbastanza scura, destra, pugno, pugno a destra, pugno a destra: carnagione abbastanza scura
🤜🏿	carnagione scura, destra, pugno, pugno a destra, pugno a destra: carnagione scura
👏	applaudire, applauso, bravo, clap clap, complimenti, congratulazioni, mani, mani che applaudono, mani giunte, mano, ok, pregare, preghiera, segno, yeah
👏🏻	applaudire, applauso, bravo, carnagione chiara, clap clap, complimenti, congratulazioni, mani, mani che applaudono, mani che applaudono: carnagione chiara, mani giunte, mano, ok, pregare, preghiera, segno, yeah
👏🏼	applaudire, applauso, bravo, carnagione abbastanza chiara, clap clap, complimenti, congratulazioni, mani, mani che applaudono, mani che applaudono: carnagione abbastanza chiara, mani giunte, mano, ok, pregare, preghiera, segno, yeah
👏🏽	applaudire, applauso, bravo, carnagione olivastra, clap clap, complimenti, congratulazioni, mani, mani che applaudono, mani che applaudono: carnagione olivastra, mani giunte, mano, ok, pregare, preghiera, segno, yeah
👏🏾	applaudire, applauso, bravo, carnagione abbastanza scura, clap clap, complimenti, congratulazioni, mani, mani che applaudono, mani che applaudono: carnagione abbastanza scura, mani giunte, mano, ok, pregare, preghiera, segno, yeah
👏🏿	applaudire, applauso, bravo, carnagione scura, clap clap, complimenti, congratulazioni, mani, mani che applaudono, mani che applaudono: carnagione scura, mani giunte, mano, ok, pregare, preghiera, segno, yeah
🙌	celebrare, due mani, evvai, evviva, gesto, grazie, innocente, mani, mani alzate, mani aperte, mano, urrà, vittoria
🙌🏻	carnagione chiara, celebrare, due mani, evvai, evviva, gesto, grazie, innocente, mani, mani alzate, mani alzate: carnagione chiara, mani aperte, mano, urrà, vittoria
🙌🏼	carnagione abbastanza chiara, celebrare, due mani, evvai, evviva, gesto, grazie, innocente, mani, mani alzate, mani alzate: carnagione abbastanza chiara, mani aperte, mano, urrà, vittoria
🙌🏽	carnagione olivastra, celebrare, due mani, evvai, evviva, gesto, grazie, innocente, mani, mani alzate, mani alzate: carnagione olivastra, mani aperte, mano, urrà, vittoria
🙌🏾	carnagione abbastanza scura, celebrare, due mani, evvai, evviva, gesto, grazie, innocente, mani, mani alzate, mani alzate: carnagione abbastanza scura, mani aperte, mano, urrà, vittoria
🙌🏿	carnagione scura, celebrare, due mani, evvai, evviva, gesto, grazie, innocente, mani, mani alzate, mani alzate: carnagione scura, mani aperte, mano, urrà, vittoria
🫶	amore, cuore, mani a cuore, mano, ti amo, ti voglio bene
🫶🏻	amore, carnagione chiara, cuore, mani a cuore, mani a cuore: carnagione chiara, mano, ti amo, ti voglio bene
🫶🏼	amore, carnagione abbastanza chiara, cuore, mani a cuore, mani a cuore: carnagione abbastanza chiara, mano, ti amo, ti voglio bene
🫶🏽	amore, carnagione olivastra, cuore, mani a cuore, mani a cuore: carnagione olivastra, mano, ti amo, ti voglio bene
🫶🏾	amore, carnagione abbastanza scura, cuore, mani a cuore, mani a cuore: carnagione abbastanza scura, mano, ti amo, ti voglio bene
🫶🏿	amore, carnagione scura, cuore, mani a cuore, mani a cuore: carnagione scura, mano, ti amo, ti voglio bene
👐	abbracciare, abbraccio, accogliere, aperta, aperte, mani, mani aperte, mano, segno, segno delle mani aperte
👐🏻	abbracciare, abbraccio, accogliere, aperta, aperte, carnagione chiara, mani, mani aperte: carnagione chiara, mano, segno, segno delle mani aperte
👐🏼	abbracciare, abbraccio, accogliere, aperta, aperte, carnagione abbastanza chiara, mani, mani aperte: carnagione abbastanza chiara, mano, segno, segno delle mani aperte
👐🏽	abbracciare, abbraccio, accogliere, aperta, aperte, carnagione olivastra, mani, mani aperte: carnagione olivastra, mano, segno, segno delle mani aperte
👐🏾	abbracciare, abbraccio, accogliere, aperta, aperte, carnagione abbastanza scura, mani, mani aperte: carnagione abbastanza scura, mano, segno, segno delle mani aperte
👐🏿	abbracciare, abbraccio, accogliere, aperta, aperte, carnagione scura, mani, mani aperte: carnagione scura, mano, segno, segno delle mani aperte
🤲	desiderare, mani, mani a coppa, mani in preghiera, mani unite, mani unite in alto, mano, offrire, palmi, palmo, palmo della mano, pregare, preghiera
🤲🏻	carnagione chiara, desiderare, mani, mani a coppa, mani in preghiera, mani unite, mani unite in alto, mani unite in alto: carnagione chiara, mano, offrire, palmi, palmo, palmo della mano, pregare, preghiera
🤲🏼	carnagione abbastanza chiara, desiderare, mani, mani a coppa, mani in preghiera, mani unite, mani unite in alto, mani unite in alto: carnagione abbastanza chiara, mano, offrire, palmi, palmo, palmo della mano, pregare, preghiera
🤲🏽	carnagione olivastra, desiderare, mani, mani a coppa, mani in preghiera, mani unite, mani unite in alto, mani unite in alto: carnagione olivastra, mano, offrire, palmi, palmo, palmo della mano, pregare, preghiera
🤲🏾	carnagione abbastanza scura, desiderare, mani, mani a coppa, mani in preghiera, mani unite, mani unite in alto, mani unite in alto: carnagione abbastanza scura, mano, offrire, palmi, palmo, palmo della mano, pregare, preghiera
🤲🏿	carnagione scura, desiderare, mani, mani a coppa, mani in preghiera, mani unite, mani unite in alto, mani unite in alto: carnagione scura, mano, offrire, palmi, palmo, palmo della mano, pregare, preghiera
🤝	accordo, affare, affare fatto, conoscere, d’accordo, mani, mani che si stringono, mano, ok, patto, piacere, presentarsi, promessa, promettere, stretta di mano, stringersi la mano, ti presento, vi presento
🤝🏻	accordo, affare, affare fatto, carnagione chiara, conoscere, d’accordo, mani, mani che si stringono, mano, ok, patto, piacere, presentarsi, promessa, promettere, stretta di mano, stretta di mano: carnagione chiara, stringersi la mano, ti presento, vi presento
🤝🏼	accordo, affare, affare fatto, carnagione abbastanza chiara, conoscere, d’accordo, mani, mani che si stringono, mano, ok, patto, piacere, presentarsi, promessa, promettere, stretta di mano, stretta di mano: carnagione abbastanza chiara, stringersi la mano, ti presento, vi presento
🤝🏽	accordo, affare, affare fatto, carnagione olivastra, conoscere, d’accordo, mani, mani che si stringono, mano, ok, patto, piacere, presentarsi, promessa, promettere, stretta di mano, stretta di mano: carnagione olivastra, stringersi la mano, ti presento, vi presento
🤝🏾	accordo, affare, affare fatto, carnagione abbastanza scura, conoscere, d’accordo, mani, mani che si stringono, mano, ok, patto, piacere, presentarsi, promessa, promettere, stretta di mano, stretta di mano: carnagione abbastanza scura, stringersi la mano, ti presento, vi presento
🤝🏿	accordo, affare, affare fatto, carnagione scura, conoscere, d’accordo, mani, mani che si stringono, mano, ok, patto, piacere, presentarsi, promessa, promettere, stretta di mano, stretta di mano: carnagione scura, stringersi la mano, ti presento, vi presento
🙏	gesto, grazie, mani, mani giunte, mano, per favore, pregare, preghiera, ti prego
🙏🏻	carnagione chiara, gesto, grazie, mani, mani giunte, mani giunte: carnagione chiara, mano, per favore, pregare, preghiera, ti prego
🙏🏼	carnagione abbastanza chiara, gesto, grazie, mani, mani giunte, mani giunte: carnagione abbastanza chiara, mano, per favore, pregare, preghiera, ti prego
🙏🏽	carnagione olivastra, gesto, grazie, mani, mani giunte, mani giunte: carnagione olivastra, mano, per favore, pregare, preghiera, ti prego
🙏🏾	carnagione abbastanza scura, gesto, grazie, mani, mani giunte, mani giunte: carnagione abbastanza scura, mano, per favore, pregare, preghiera, ti prego
🙏🏿	carnagione scura, gesto, grazie, mani, mani giunte, mani giunte: carnagione scura, mano, per favore, pregare, preghiera, ti prego
✍️	disegnare, mano che scrive, penna, scrivere, scrivere a mano
✍🏻	carnagione chiara, disegnare, mano che scrive, mano che scrive: carnagione chiara, penna, scrivere, scrivere a mano
✍🏼	carnagione abbastanza chiara, disegnare, mano che scrive, mano che scrive: carnagione abbastanza chiara, penna, scrivere, scrivere a mano
✍🏽	carnagione olivastra, disegnare, mano che scrive, mano che scrive: carnagione olivastra, penna, scrivere, scrivere a mano
✍🏾	carnagione abbastanza scura, disegnare, mano che scrive, mano che scrive: carnagione abbastanza scura, penna, scrivere, scrivere a mano
✍🏿	carnagione scura, disegnare, mano che scrive, mano che scrive: carnagione scura, penna, scrivere, scrivere a mano
💅	cosmetici, make up, manicure, noia, smalto, smalto per unghie, spa, unghie, unghie con smalto
💅🏻	carnagione chiara, cosmetici, make up, manicure, noia, smalto, smalto per unghie, smalto per unghie: carnagione chiara, spa, unghie, unghie con smalto
💅🏼	carnagione abbastanza chiara, cosmetici, make up, manicure, noia, smalto, smalto per unghie, smalto per unghie: carnagione abbastanza chiara, spa, unghie, unghie con smalto
💅🏽	carnagione olivastra, cosmetici, make up, manicure, noia, smalto, smalto per unghie, smalto per unghie: carnagione olivastra, spa, unghie, unghie con smalto
💅🏾	carnagione abbastanza scura, cosmetici, make up, manicure, noia, smalto, smalto per unghie, smalto per unghie: carnagione abbastanza scura, spa, unghie, unghie con smalto
