_	dash, line, low dash, low line, underdash, underline
🧒🏻	Fair skin, bright-eyed, child, child: Fair skin, grandchild, kid, young, younger
🧒🏼	bright-eyed, child, child: medium-fair skin, grandchild, kid, medium-fair skin, young, younger
🧒🏽	bright-eyed, child, child: medium skin, grandchild, kid, medium skin, young, younger
🧒🏾	bright-eyed, child, child: medium-dark skin, grandchild, kid, medium-dark skin, young, younger
🧒🏿	bright-eyed, child, child: dark skin, dark skin, grandchild, kid, young, younger
👦🏻	Fair skin, boy, boy: Fair skin, bright-eyed, child, grandson, kid, son, young, younger
👦🏼	boy, boy: medium-fair skin, bright-eyed, child, grandson, kid, medium-fair skin, son, young, younger
👦🏽	boy, boy: medium skin, bright-eyed, child, grandson, kid, medium skin, son, young, younger
👦🏾	boy, boy: medium-dark skin, bright-eyed, child, grandson, kid, medium-dark skin, son, young, younger
👦🏿	boy, boy: dark skin, bright-eyed, child, dark skin, grandson, kid, son, young, younger
👧🏻	Fair skin, Virgo, bright-eyed, child, daughter, girl, girl: Fair skin, granddaughter, kid, young, younger, zodiac
👧🏼	Virgo, bright-eyed, child, daughter, girl, girl: medium-fair skin, granddaughter, kid, medium-fair skin, young, younger, zodiac
👧🏽	Virgo, bright-eyed, child, daughter, girl, girl: medium skin, granddaughter, kid, medium skin, young, younger, zodiac
👧🏾	Virgo, bright-eyed, child, daughter, girl, girl: medium-dark skin, granddaughter, kid, medium-dark skin, young, younger, zodiac
👧🏿	Virgo, bright-eyed, child, dark skin, daughter, girl, girl: dark skin, granddaughter, kid, young, younger, zodiac
🧑🏻	Fair skin, adult, person, person: Fair skin
🧑🏼	adult, medium-fair skin, person, person: medium-fair skin
🧑🏽	adult, medium skin, person, person: medium skin
🧑🏾	adult, medium-dark skin, person, person: medium-dark skin
🧑🏿	adult, dark skin, person, person: dark skin
👱	blond, blond-hair wala vyakti, hair, person: blond hair
👱🏻	Fair skin, blond, blond-hair wala vyakti, hair, person: Fair skin, blond hair, person: blond hair
👱🏼	blond, blond-hair wala vyakti, hair, medium-fair skin, person: blond hair, person: medium-fair skin, blond hair
👱🏽	blond, blond-hair wala vyakti, hair, medium skin, person: blond hair, person: medium skin, blond hair
👱🏾	blond, blond-hair wala vyakti, hair, medium-dark skin, person: blond hair, person: medium-dark skin, blond hair
👱🏿	blond, blond-hair wala vyakti, dark skin, hair, person: blond hair, person: dark skin, blond hair
🧑🏻‍❤‍💋‍🧑🏼	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: person, person, Fair skin, medium-fair skin, love, medium-fair skin, person, romance, together
🧑🏻‍❤‍💋‍🧑🏽	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: person, person, Fair skin, medium skin, love, medium skin, person, romance, together
🧑🏻‍❤‍💋‍🧑🏾	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: person, person, Fair skin, medium-dark skin, love, medium-dark skin, person, romance, together
🧑🏻‍❤‍💋‍🧑🏿	Fair skin, anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: person, person, Fair skin, dark skin, love, person, romance, together
🧑🏼‍❤‍💋‍🧑🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: person, person, medium-fair skin, Fair skin, love, medium-fair skin, person, romance, together
🧑🏼‍❤‍💋‍🧑🏽	anniversary, babe, couple, dating, heart, kiss, kiss: person, person, medium-fair skin, medium skin, love, medium skin, medium-fair skin, person, romance, together
🧑🏼‍❤‍💋‍🧑🏾	anniversary, babe, couple, dating, heart, kiss, kiss: person, person, medium-fair skin, medium-dark skin, love, medium-dark skin, medium-fair skin, person, romance, together
🧑🏼‍❤‍💋‍🧑🏿	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: person, person, medium-fair skin, dark skin, love, medium-fair skin, person, romance, together
🧑🏽‍❤‍💋‍🧑🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: person, person, medium skin, Fair skin, love, medium skin, person, romance, together
🧑🏽‍❤‍💋‍🧑🏼	anniversary, babe, couple, dating, heart, kiss, kiss: person, person, medium skin, medium-fair skin, love, medium skin, medium-fair skin, person, romance, together
🧑🏽‍❤‍💋‍🧑🏾	anniversary, babe, couple, dating, heart, kiss, kiss: person, person, medium skin, medium-dark skin, love, medium skin, medium-dark skin, person, romance, together
🧑🏽‍❤‍💋‍🧑🏿	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: person, person, medium skin, dark skin, love, medium skin, person, romance, together
🧑🏾‍❤‍💋‍🧑🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: person, person, medium-dark skin, Fair skin, love, medium-dark skin, person, romance, together
🧑🏾‍❤‍💋‍🧑🏼	anniversary, babe, couple, dating, heart, kiss, kiss: person, person, medium-dark skin, medium-fair skin, love, medium-dark skin, medium-fair skin, person, romance, together
🧑🏾‍❤‍💋‍🧑🏽	anniversary, babe, couple, dating, heart, kiss, kiss: person, person, medium-dark skin, medium skin, love, medium skin, medium-dark skin, person, romance, together
🧑🏾‍❤‍💋‍🧑🏿	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: person, person, medium-dark skin, dark skin, love, medium-dark skin, person, romance, together
🧑🏿‍❤‍💋‍🧑🏻	Fair skin, anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: person, person, dark skin, Fair skin, love, person, romance, together
🧑🏿‍❤‍💋‍🧑🏼	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: person, person, dark skin, medium-fair skin, love, medium-fair skin, person, romance, together
🧑🏿‍❤‍💋‍🧑🏽	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: person, person, dark skin, medium skin, love, medium skin, person, romance, together
🧑🏿‍❤‍💋‍🧑🏾	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: person, person, dark skin, medium-dark skin, love, medium-dark skin, person, romance, together
🧑🏻‍❤‍🧑🏼	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, Fair skin, medium-fair skin, love, medium-fair skin, person
🧑🏻‍❤‍🧑🏽	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, Fair skin, medium skin, love, medium skin, person
🧑🏻‍❤‍🧑🏾	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, Fair skin, medium-dark skin, love, medium-dark skin, person
🧑🏻‍❤‍🧑🏿	Fair skin, couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: person, person, Fair skin, dark skin, love, person
🧑🏼‍❤‍🧑🏻	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium-fair skin, Fair skin, love, medium-fair skin, person
🧑🏼‍❤‍🧑🏽	couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium-fair skin, medium skin, love, medium skin, medium-fair skin, person
🧑🏼‍❤‍🧑🏾	couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium-fair skin, medium-dark skin, love, medium-dark skin, medium-fair skin, person
🧑🏼‍❤‍🧑🏿	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium-fair skin, dark skin, love, medium-fair skin, person
🧑🏽‍❤‍🧑🏻	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium skin, Fair skin, love, medium skin, person
🧑🏽‍❤‍🧑🏼	couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium skin, medium-fair skin, love, medium skin, medium-fair skin, person
🧑🏽‍❤‍🧑🏾	couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium skin, medium-dark skin, love, medium skin, medium-dark skin, person
🧑🏽‍❤‍🧑🏿	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium skin, dark skin, love, medium skin, person
🧑🏾‍❤‍🧑🏻	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium-dark skin, Fair skin, love, medium-dark skin, person
🧑🏾‍❤‍🧑🏼	couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium-dark skin, medium-fair skin, love, medium-dark skin, medium-fair skin, person
🧑🏾‍❤‍🧑🏽	couple, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium-dark skin, medium skin, love, medium skin, medium-dark skin, person
🧑🏾‍❤‍🧑🏿	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: person, person, medium-dark skin, dark skin, love, medium-dark skin, person
🧑🏿‍❤‍🧑🏻	Fair skin, couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: person, person, dark skin, Fair skin, love, person
🧑🏿‍❤‍🧑🏼	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: person, person, dark skin, medium-fair skin, love, medium-fair skin, person
🧑🏿‍❤‍🧑🏽	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: person, person, dark skin, medium skin, love, medium skin, person
🧑🏿‍❤‍🧑🏾	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: person, person, dark skin, medium-dark skin, love, medium-dark skin, person
🧑🏻‍🦰	Fair skin, adult, person, person: Fair skin, red hair, red hair
🧑🏼‍🦰	adult, medium-fair skin, person, person: medium-fair skin, red hair, red hair
🧑🏽‍🦰	adult, medium skin, person, person: medium skin, red hair, red hair
🧑🏾‍🦰	adult, medium-dark skin, person, person: medium-dark skin, red hair, red hair
🧑🏿‍🦰	adult, dark skin, person, person: dark skin, red hair, red hair
🧑🏻‍🦱	Fair skin, adult, curly hair, person, person: Fair skin, curly hair
🧑🏼‍🦱	adult, curly hair, medium-fair skin, person, person: medium-fair skin, curly hair
🧑🏽‍🦱	adult, curly hair, medium skin, person, person: medium skin, curly hair
🧑🏾‍🦱	adult, curly hair, medium-dark skin, person, person: medium-dark skin, curly hair
🧑🏿‍🦱	adult, curly hair, dark skin, person, person: dark skin, curly hair
🧑🏻‍🦳	Fair skin, adult, person, person: Fair skin, white hair, white hair
🧑🏼‍🦳	adult, medium-fair skin, person, person: medium-fair skin, white hair, white hair
🧑🏽‍🦳	adult, medium skin, person, person: medium skin, white hair, white hair
🧑🏾‍🦳	adult, medium-dark skin, person, person: medium-dark skin, white hair, white hair
🧑🏿‍🦳	adult, dark skin, person, person: dark skin, white hair, white hair
🧑🏻‍🦲	Fair skin, adult, bald, person, person: Fair skin, bald
🧑🏼‍🦲	adult, bald, medium-fair skin, person, person: medium-fair skin, bald
🧑🏽‍🦲	adult, bald, medium skin, person, person: medium skin, bald
🧑🏾‍🦲	adult, bald, medium-dark skin, person, person: medium-dark skin, bald
🧑🏿‍🦲	adult, bald, dark skin, person, person: dark skin, bald
👨🏻	Fair skin, adult, bro, man, man: Fair skin
👨🏼	adult, bro, man, man: medium-fair skin, medium-fair skin
👨🏽	adult, bro, man, man: medium skin, medium skin
👨🏾	adult, bro, man, man: medium-dark skin, medium-dark skin
👨🏿	adult, bro, dark skin, man, man: dark skin
🧔🏻	Fair skin, beard, bearded, person, person: Fair skin, beard, whiskers
🧔🏼	beard, bearded, medium-fair skin, person, person: medium-fair skin, beard, whiskers
🧔🏽	beard, bearded, medium skin, person, person: medium skin, beard, whiskers
🧔🏾	beard, bearded, medium-dark skin, person, person: medium-dark skin, beard, whiskers
🧔🏿	beard, bearded, dark skin, person, person: dark skin, beard, whiskers
🧔‍♂	aadmi, daadhi, male: beard
🧔🏻‍♂	Fair skin, aadmi, beard, daadhi, male: Fair skin, beard, male: beard
🧔🏼‍♂	aadmi, beard, daadhi, male: beard, male: medium-fair skin, beard, medium-fair skin
🧔🏽‍♂	aadmi, beard, daadhi, male: beard, male: medium skin, beard, medium skin
🧔🏾‍♂	aadmi, beard, daadhi, male: beard, male: medium-dark skin, beard, medium-dark skin
🧔🏿‍♂	aadmi, beard, daadhi, dark skin, male: beard, male: dark skin, beard
👱‍♂	blond, blond-hair wala aadmi, hair, male: blond hair, man
👱🏻‍♂	Fair skin, blond, blond-hair wala aadmi, hair, male: Fair skin, blond hair, male: blond hair, man
👱🏼‍♂	blond, blond-hair wala aadmi, hair, male: blond hair, male: medium-fair skin, blond hair, man, medium-fair skin
👱🏽‍♂	blond, blond-hair wala aadmi, hair, male: blond hair, male: medium skin, blond hair, man, medium skin
👱🏾‍♂	blond, blond-hair wala aadmi, hair, male: blond hair, male: medium-dark skin, blond hair, man, medium-dark skin
👱🏿‍♂	blond, blond-hair wala aadmi, dark skin, hair, male: blond hair, male: dark skin, blond hair, man
👨🏻‍❤‍💋‍👨🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: man, man, Fair skin, love, man, romance, together
👨🏻‍❤‍💋‍👨🏼	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: man, man, Fair skin, medium-fair skin, love, man, medium-fair skin, romance, together
👨🏻‍❤‍💋‍👨🏽	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: man, man, Fair skin, medium skin, love, man, medium skin, romance, together
👨🏻‍❤‍💋‍👨🏾	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: man, man, Fair skin, medium-dark skin, love, man, medium-dark skin, romance, together
👨🏻‍❤‍💋‍👨🏿	Fair skin, anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: man, man, Fair skin, dark skin, love, man, romance, together
👨🏼‍❤‍💋‍👨🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium-fair skin, Fair skin, love, man, medium-fair skin, romance, together
👨🏼‍❤‍💋‍👨🏼	anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium-fair skin, love, man, medium-fair skin, romance, together
👨🏼‍❤‍💋‍👨🏽	anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium-fair skin, medium skin, love, man, medium skin, medium-fair skin, romance, together
👨🏼‍❤‍💋‍👨🏾	anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium-fair skin, medium-dark skin, love, man, medium-dark skin, medium-fair skin, romance, together
👨🏼‍❤‍💋‍👨🏿	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: man, man, medium-fair skin, dark skin, love, man, medium-fair skin, romance, together
👨🏽‍❤‍💋‍👨🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium skin, Fair skin, love, man, medium skin, romance, together
👨🏽‍❤‍💋‍👨🏼	anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium skin, medium-fair skin, love, man, medium skin, medium-fair skin, romance, together
👨🏽‍❤‍💋‍👨🏽	anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium skin, love, man, medium skin, romance, together
👨🏽‍❤‍💋‍👨🏾	anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium skin, medium-dark skin, love, man, medium skin, medium-dark skin, romance, together
👨🏽‍❤‍💋‍👨🏿	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: man, man, medium skin, dark skin, love, man, medium skin, romance, together
👨🏾‍❤‍💋‍👨🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium-dark skin, Fair skin, love, man, medium-dark skin, romance, together
👨🏾‍❤‍💋‍👨🏼	anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium-dark skin, medium-fair skin, love, man, medium-dark skin, medium-fair skin, romance, together
👨🏾‍❤‍💋‍👨🏽	anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium-dark skin, medium skin, love, man, medium skin, medium-dark skin, romance, together
👨🏾‍❤‍💋‍👨🏾	anniversary, babe, couple, dating, heart, kiss, kiss: man, man, medium-dark skin, love, man, medium-dark skin, romance, together
👨🏾‍❤‍💋‍👨🏿	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: man, man, medium-dark skin, dark skin, love, man, medium-dark skin, romance, together
👨🏿‍❤‍💋‍👨🏻	Fair skin, anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: man, man, dark skin, Fair skin, love, man, romance, together
👨🏿‍❤‍💋‍👨🏼	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: man, man, dark skin, medium-fair skin, love, man, medium-fair skin, romance, together
👨🏿‍❤‍💋‍👨🏽	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: man, man, dark skin, medium skin, love, man, medium skin, romance, together
👨🏿‍❤‍💋‍👨🏾	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: man, man, dark skin, medium-dark skin, love, man, medium-dark skin, romance, together
👨🏿‍❤‍💋‍👨🏿	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: man, man, dark skin, love, man, romance, together
👨🏻‍❤‍👨🏻	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, Fair skin, love, man
👨🏻‍❤‍👨🏼	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, Fair skin, medium-fair skin, love, man, medium-fair skin
👨🏻‍❤‍👨🏽	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, Fair skin, medium skin, love, man, medium skin
👨🏻‍❤‍👨🏾	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, Fair skin, medium-dark skin, love, man, medium-dark skin
👨🏻‍❤‍👨🏿	Fair skin, couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: man, man, Fair skin, dark skin, love, man
👨🏼‍❤‍👨🏻	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium-fair skin, Fair skin, love, man, medium-fair skin
👨🏼‍❤‍👨🏼	couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium-fair skin, love, man, medium-fair skin
👨🏼‍❤‍👨🏽	couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium-fair skin, medium skin, love, man, medium skin, medium-fair skin
👨🏼‍❤‍👨🏾	couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium-fair skin, medium-dark skin, love, man, medium-dark skin, medium-fair skin
👨🏼‍❤‍👨🏿	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium-fair skin, dark skin, love, man, medium-fair skin
👨🏽‍❤‍👨🏻	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium skin, Fair skin, love, man, medium skin
👨🏽‍❤‍👨🏼	couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium skin, medium-fair skin, love, man, medium skin, medium-fair skin
👨🏽‍❤‍👨🏽	couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium skin, love, man, medium skin
👨🏽‍❤‍👨🏾	couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium skin, medium-dark skin, love, man, medium skin, medium-dark skin
👨🏽‍❤‍👨🏿	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium skin, dark skin, love, man, medium skin
👨🏾‍❤‍👨🏻	Fair skin, couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium-dark skin, Fair skin, love, man, medium-dark skin
👨🏾‍❤‍👨🏼	couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium-dark skin, medium-fair skin, love, man, medium-dark skin, medium-fair skin
👨🏾‍❤‍👨🏽	couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium-dark skin, medium skin, love, man, medium skin, medium-dark skin
👨🏾‍❤‍👨🏾	couple, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium-dark skin, love, man, medium-dark skin
👨🏾‍❤‍👨🏿	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: man, man, medium-dark skin, dark skin, love, man, medium-dark skin
👨🏿‍❤‍👨🏻	Fair skin, couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: man, man, dark skin, Fair skin, love, man
👨🏿‍❤‍👨🏼	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: man, man, dark skin, medium-fair skin, love, man, medium-fair skin
👨🏿‍❤‍👨🏽	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: man, man, dark skin, medium skin, love, man, medium skin
👨🏿‍❤‍👨🏾	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: man, man, dark skin, medium-dark skin, love, man, medium-dark skin
👨🏿‍❤‍👨🏿	couple, dark skin, heart symbol ke saath couple, heart symbol ke saath couple: man, man, dark skin, love, man
👨🏻‍🦰	Fair skin, adult, bro, man, man: Fair skin, red hair, red hair
👨🏼‍🦰	adult, bro, man, man: medium-fair skin, red hair, medium-fair skin, red hair
👨🏽‍🦰	adult, bro, man, man: medium skin, red hair, medium skin, red hair
👨🏾‍🦰	adult, bro, man, man: medium-dark skin, red hair, medium-dark skin, red hair
👨🏿‍🦰	adult, bro, dark skin, man, man: dark skin, red hair, red hair
👨🏻‍🦱	Fair skin, adult, bro, curly hair, man, man: Fair skin, curly hair
👨🏼‍🦱	adult, bro, curly hair, man, man: medium-fair skin, curly hair, medium-fair skin
👨🏽‍🦱	adult, bro, curly hair, man, man: medium skin, curly hair, medium skin
👨🏾‍🦱	adult, bro, curly hair, man, man: medium-dark skin, curly hair, medium-dark skin
👨🏿‍🦱	adult, bro, curly hair, dark skin, man, man: dark skin, curly hair
👨🏻‍🦳	Fair skin, adult, bro, man, man: Fair skin, white hair, white hair
👨🏼‍🦳	adult, bro, man, man: medium-fair skin, white hair, medium-fair skin, white hair
👨🏽‍🦳	adult, bro, man, man: medium skin, white hair, medium skin, white hair
👨🏾‍🦳	adult, bro, man, man: medium-dark skin, white hair, medium-dark skin, white hair
👨🏿‍🦳	adult, bro, dark skin, man, man: dark skin, white hair, white hair
👨🏻‍🦲	Fair skin, adult, bald, bro, man, man: Fair skin, bald
👨🏼‍🦲	adult, bald, bro, man, man: medium-fair skin, bald, medium-fair skin
👨🏽‍🦲	adult, bald, bro, man, man: medium skin, bald, medium skin
👨🏾‍🦲	adult, bald, bro, man, man: medium-dark skin, bald, medium-dark skin
👨🏿‍🦲	adult, bald, bro, dark skin, man, man: dark skin, bald
👩🏻	Fair skin, adult, lady, woman, woman: Fair skin
👩🏼	adult, lady, medium-fair skin, woman, woman: medium-fair skin
👩🏽	adult, lady, medium skin, woman, woman: medium skin
👩🏾	adult, lady, medium-dark skin, woman, woman: medium-dark skin
👩🏿	adult, dark skin, lady, woman, woman: dark skin
🧔‍♀	aurat, daadhi, female: beard
🧔🏻‍♀	Fair skin, aurat, beard, daadhi, female: Fair skin, beard, female: beard
🧔🏼‍♀	aurat, beard, daadhi, female: beard, female: medium-fair skin, beard, medium-fair skin
🧔🏽‍♀	aurat, beard, daadhi, female: beard, female: medium skin, beard, medium skin
🧔🏾‍♀	aurat, beard, daadhi, female: beard, female: medium-dark skin, beard, medium-dark skin
🧔🏿‍♀	aurat, beard, daadhi, dark skin, female: beard, female: dark skin, beard
👱‍♀	blond-hair wali mahila, blonde, female: blond hair, hair, woman
👱🏻‍♀	Fair skin, blond hair, blond-hair wali mahila, blonde, female: Fair skin, blond hair, female: blond hair, hair, woman
👱🏼‍♀	blond hair, blond-hair wali mahila, blonde, female: blond hair, female: medium-fair skin, blond hair, hair, medium-fair skin, woman
👱🏽‍♀	blond hair, blond-hair wali mahila, blonde, female: blond hair, female: medium skin, blond hair, hair, medium skin, woman
👱🏾‍♀	blond hair, blond-hair wali mahila, blonde, female: blond hair, female: medium-dark skin, blond hair, hair, medium-dark skin, woman
👱🏿‍♀	blond hair, blond-hair wali mahila, blonde, dark skin, female: blond hair, female: dark skin, blond hair, hair, woman
👩🏻‍❤‍💋‍👨🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, Fair skin, love, man, romance, together, woman
👩🏻‍❤‍💋‍👨🏼	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, Fair skin, medium-fair skin, love, man, medium-fair skin, romance, together, woman
👩🏻‍❤‍💋‍👨🏽	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, Fair skin, medium skin, love, man, medium skin, romance, together, woman
👩🏻‍❤‍💋‍👨🏾	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, Fair skin, medium-dark skin, love, man, medium-dark skin, romance, together, woman
👩🏻‍❤‍💋‍👨🏿	Fair skin, anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: woman, man, Fair skin, dark skin, love, man, romance, together, woman
👩🏼‍❤‍💋‍👨🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium-fair skin, Fair skin, love, man, medium-fair skin, romance, together, woman
👩🏼‍❤‍💋‍👨🏼	anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium-fair skin, love, man, medium-fair skin, romance, together, woman
👩🏼‍❤‍💋‍👨🏽	anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium-fair skin, medium skin, love, man, medium skin, medium-fair skin, romance, together, woman
👩🏼‍❤‍💋‍👨🏾	anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium-fair skin, medium-dark skin, love, man, medium-dark skin, medium-fair skin, romance, together, woman
👩🏼‍❤‍💋‍👨🏿	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: woman, man, medium-fair skin, dark skin, love, man, medium-fair skin, romance, together, woman
👩🏽‍❤‍💋‍👨🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium skin, Fair skin, love, man, medium skin, romance, together, woman
👩🏽‍❤‍💋‍👨🏼	anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium skin, medium-fair skin, love, man, medium skin, medium-fair skin, romance, together, woman
👩🏽‍❤‍💋‍👨🏽	anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium skin, love, man, medium skin, romance, together, woman
👩🏽‍❤‍💋‍👨🏾	anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium skin, medium-dark skin, love, man, medium skin, medium-dark skin, romance, together, woman
👩🏽‍❤‍💋‍👨🏿	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: woman, man, medium skin, dark skin, love, man, medium skin, romance, together, woman
👩🏾‍❤‍💋‍👨🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium-dark skin, Fair skin, love, man, medium-dark skin, romance, together, woman
👩🏾‍❤‍💋‍👨🏼	anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium-dark skin, medium-fair skin, love, man, medium-dark skin, medium-fair skin, romance, together, woman
👩🏾‍❤‍💋‍👨🏽	anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium-dark skin, medium skin, love, man, medium skin, medium-dark skin, romance, together, woman
👩🏾‍❤‍💋‍👨🏾	anniversary, babe, couple, dating, heart, kiss, kiss: woman, man, medium-dark skin, love, man, medium-dark skin, romance, together, woman
👩🏾‍❤‍💋‍👨🏿	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: woman, man, medium-dark skin, dark skin, love, man, medium-dark skin, romance, together, woman
👩🏿‍❤‍💋‍👨🏻	Fair skin, anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: woman, man, dark skin, Fair skin, love, man, romance, together, woman
👩🏿‍❤‍💋‍👨🏼	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: woman, man, dark skin, medium-fair skin, love, man, medium-fair skin, romance, together, woman
👩🏿‍❤‍💋‍👨🏽	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: woman, man, dark skin, medium skin, love, man, medium skin, romance, together, woman
👩🏿‍❤‍💋‍👨🏾	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: woman, man, dark skin, medium-dark skin, love, man, medium-dark skin, romance, together, woman
👩🏿‍❤‍💋‍👨🏿	anniversary, babe, couple, dark skin, dating, heart, kiss, kiss: woman, man, dark skin, love, man, romance, together, woman
👩🏻‍❤‍💋‍👩🏻	Fair skin, anniversary, babe, couple, dating, heart, kiss, kiss: woman, woman, Fair skin, love, romance, together, woman
