_	dash, line, low dash, low line, underdash, underline
🤙🏻	Fair skin, Shaka, call, call me kaa ishaara karne wala haath, call me kaa ishaara karne wala haath: Fair skin, hand, hang loose
🤙🏼	Shaka, call, call me kaa ishaara karne wala haath, call me kaa ishaara karne wala haath: medium-fair skin, hand, hang loose, medium-fair skin
🤙🏽	Shaka, call, call me kaa ishaara karne wala haath, call me kaa ishaara karne wala haath: medium skin, hand, hang loose, medium skin
🤙🏾	Shaka, call, call me kaa ishaara karne wala haath, call me kaa ishaara karne wala haath: medium-dark skin, hand, hang loose, medium-dark skin
🤙🏿	Shaka, call, call me kaa ishaara karne wala haath, call me kaa ishaara karne wala haath: dark skin, dark skin, hand, hang loose
👈️	backhand, finger, hand, index, left mein point karti index finger, point
👈🏻	Fair skin, backhand, finger, hand, index, left mein point karti index finger, left mein point karti index finger: Fair skin, point
👈🏼	backhand, finger, hand, index, left mein point karti index finger, left mein point karti index finger: medium-fair skin, medium-fair skin, point
👈🏽	backhand, finger, hand, index, left mein point karti index finger, left mein point karti index finger: medium skin, medium skin, point
👈🏾	backhand, finger, hand, index, left mein point karti index finger, left mein point karti index finger: medium-dark skin, medium-dark skin, point
👈🏿	backhand, dark skin, finger, hand, index, left mein point karti index finger, left mein point karti index finger: dark skin, point
👉️	backhand, finger, hand, index, point, right mein point karti index finger, right mein point karti index finger dikhaate haath ki back side
👉🏻	Fair skin, backhand, finger, hand, index, point, right mein point karti index finger, right mein point karti index finger dikhaate haath ki back side, right mein point karti index finger: Fair skin
👉🏼	backhand, finger, hand, index, medium-fair skin, point, right mein point karti index finger, right mein point karti index finger dikhaate haath ki back side, right mein point karti index finger: medium-fair skin
👉🏽	backhand, finger, hand, index, medium skin, point, right mein point karti index finger, right mein point karti index finger dikhaate haath ki back side, right mein point karti index finger: medium skin
👉🏾	backhand, finger, hand, index, medium-dark skin, point, right mein point karti index finger, right mein point karti index finger dikhaate haath ki back side, right mein point karti index finger: medium-dark skin
👉🏿	backhand, dark skin, finger, hand, index, point, right mein point karti index finger, right mein point karti index finger dikhaate haath ki back side, right mein point karti index finger: dark skin
👆️	backhand, finger, hand, oopar ishaara karti index finger, oopar point karti index finger dikhaate haath ki back side, point, up
👆🏻	Fair skin, backhand, finger, hand, oopar ishaara karti index finger, oopar ishaara karti index finger: Fair skin, oopar point karti index finger dikhaate haath ki back side, point, up
👆🏼	backhand, finger, hand, medium-fair skin, oopar ishaara karti index finger, oopar ishaara karti index finger: medium-fair skin, oopar point karti index finger dikhaate haath ki back side, point, up
👆🏽	backhand, finger, hand, medium skin, oopar ishaara karti index finger, oopar ishaara karti index finger: medium skin, oopar point karti index finger dikhaate haath ki back side, point, up
👆🏾	backhand, finger, hand, medium-dark skin, oopar ishaara karti index finger, oopar ishaara karti index finger: medium-dark skin, oopar point karti index finger dikhaate haath ki back side, point, up
👆🏿	backhand, dark skin, finger, hand, oopar ishaara karti index finger, oopar ishaara karti index finger: dark skin, oopar point karti index finger dikhaate haath ki back side, point, up
🖕🏻	Fair skin, finger, hand, middle, middle finger: Fair skin
🖕🏼	finger, hand, medium-fair skin, middle, middle finger: medium-fair skin
🖕🏽	finger, hand, medium skin, middle, middle finger: medium skin
🖕🏾	finger, hand, medium-dark skin, middle, middle finger: medium-dark skin
🖕🏿	dark skin, finger, hand, middle, middle finger: dark skin
👇️	backhand, down, finger, hand, neeche ishaara karti index finger, neeche point karti index finger dikhaate haath ki back side, point
👇🏻	Fair skin, backhand, down, finger, hand, neeche ishaara karti index finger, neeche ishaara karti index finger: Fair skin, neeche point karti index finger dikhaate haath ki back side, point
👇🏼	backhand, down, finger, hand, medium-fair skin, neeche ishaara karti index finger, neeche ishaara karti index finger: medium-fair skin, neeche point karti index finger dikhaate haath ki back side, point
👇🏽	backhand, down, finger, hand, medium skin, neeche ishaara karti index finger, neeche ishaara karti index finger: medium skin, neeche point karti index finger dikhaate haath ki back side, point
👇🏾	backhand, down, finger, hand, medium-dark skin, neeche ishaara karti index finger, neeche ishaara karti index finger: medium-dark skin, neeche point karti index finger dikhaate haath ki back side, point
👇🏿	backhand, dark skin, down, finger, hand, neeche ishaara karti index finger, neeche ishaara karti index finger: dark skin, neeche point karti index finger dikhaate haath ki back side, point
☝️	finger, hand, index, oopar point karti index finger, point, up
☝🏻	Fair skin, finger, hand, index, oopar point karti index finger, oopar point karti index finger: Fair skin, point, up
☝🏼	finger, hand, index, medium-fair skin, oopar point karti index finger, oopar point karti index finger: medium-fair skin, point, up
☝🏽	finger, hand, index, medium skin, oopar point karti index finger, oopar point karti index finger: medium skin, point, up
☝🏾	finger, hand, index, medium-dark skin, oopar point karti index finger, oopar point karti index finger: medium-dark skin, point, up
☝🏿	dark skin, finger, hand, index, oopar point karti index finger, oopar point karti index finger: dark skin, point, up
🫵	aap, viewer ki taraf pont karti index finger
🫵🏻	Fair skin, aap, viewer ki taraf pont karti index finger, viewer ki taraf pont karti index finger: Fair skin
🫵🏼	aap, medium-fair skin, viewer ki taraf pont karti index finger, viewer ki taraf pont karti index finger: medium-fair skin
🫵🏽	aap, medium skin, viewer ki taraf pont karti index finger, viewer ki taraf pont karti index finger: medium skin
🫵🏾	aap, medium-dark skin, viewer ki taraf pont karti index finger, viewer ki taraf pont karti index finger: medium-dark skin
🫵🏿	aap, dark skin, viewer ki taraf pont karti index finger, viewer ki taraf pont karti index finger: dark skin
👍🏻	+1, Fair skin, good, hand, like, thumb, thumbs up: Fair skin, up, yes
👍🏼	+1, good, hand, like, medium-fair skin, thumb, thumbs up: medium-fair skin, up, yes
👍🏽	+1, good, hand, like, medium skin, thumb, thumbs up: medium skin, up, yes
👍🏾	+1, good, hand, like, medium-dark skin, thumb, thumbs up: medium-dark skin, up, yes
👍🏿	+1, dark skin, good, hand, like, thumb, thumbs up: dark skin, up, yes
👎🏻	-1, Fair skin, bad, dislike, down, good, hand, no, nope, thumb, thumbs, thumbs down: Fair skin
👎🏼	-1, bad, dislike, down, good, hand, medium-fair skin, no, nope, thumb, thumbs, thumbs down: medium-fair skin
👎🏽	-1, bad, dislike, down, good, hand, medium skin, no, nope, thumb, thumbs, thumbs down: medium skin
👎🏾	-1, bad, dislike, down, good, hand, medium-dark skin, no, nope, thumb, thumbs, thumbs down: medium-dark skin
👎🏿	-1, bad, dark skin, dislike, down, good, hand, no, nope, thumb, thumbs, thumbs down: dark skin
✊🏻	Fair skin, clenched, fist, hand, punch, raised, raised fist: Fair skin, solidarity
✊🏼	clenched, fist, hand, medium-fair skin, punch, raised, raised fist: medium-fair skin, solidarity
✊🏽	clenched, fist, hand, medium skin, punch, raised, raised fist: medium skin, solidarity
✊🏾	clenched, fist, hand, medium-dark skin, punch, raised, raised fist: medium-dark skin, solidarity
✊🏿	clenched, dark skin, fist, hand, punch, raised, raised fist: dark skin, solidarity
👊	absolutely, agree, boom, bro, correct, fist, oncoming, punch, rock
👊🏻	Fair skin, absolutely, agree, boom, bro, correct, fist, oncoming, oncoming fist: Fair skin, punch, rock
👊🏼	absolutely, agree, boom, bro, correct, fist, medium-fair skin, oncoming, oncoming fist: medium-fair skin, punch, rock
👊🏽	absolutely, agree, boom, bro, correct, fist, medium skin, oncoming, oncoming fist: medium skin, punch, rock
👊🏾	absolutely, agree, boom, bro, correct, fist, medium-dark skin, oncoming, oncoming fist: medium-dark skin, punch, rock
👊🏿	absolutely, agree, boom, bro, correct, dark skin, fist, oncoming, oncoming fist: dark skin, punch, rock
🤛🏻	Fair skin, fist, left-facing, left-facing fist: Fair skin, leftwards
🤛🏼	fist, left-facing, left-facing fist: medium-fair skin, leftwards, medium-fair skin
🤛🏽	fist, left-facing, left-facing fist: medium skin, leftwards, medium skin
🤛🏾	fist, left-facing, left-facing fist: medium-dark skin, leftwards, medium-dark skin
🤛🏿	dark skin, fist, left-facing, left-facing fist: dark skin, leftwards
🤜🏻	Fair skin, fist, right-facing, right-facing fist: Fair skin, rightwards
🤜🏼	fist, medium-fair skin, right-facing, right-facing fist: medium-fair skin, rightwards
🤜🏽	fist, medium skin, right-facing, right-facing fist: medium skin, rightwards
🤜🏾	fist, medium-dark skin, right-facing, right-facing fist: medium-dark skin, rightwards
🤜🏿	dark skin, fist, right-facing, right-facing fist: dark skin, rightwards
👏	applause, approval, awesome, clap, congrats, congratulations, excited, good job, great, welldone
👏🏻	Fair skin, applause, approval, awesome, clap, clapping hands: Fair skin, congrats, congratulations, excited, good job, great, welldone
👏🏼	applause, approval, awesome, clap, clapping hands: medium-fair skin, congrats, congratulations, excited, good job, great, medium-fair skin, welldone
👏🏽	applause, approval, awesome, clap, clapping hands: medium skin, congrats, congratulations, excited, good job, great, medium skin, welldone
👏🏾	applause, approval, awesome, clap, clapping hands: medium-dark skin, congrats, congratulations, excited, good job, great, medium-dark skin, welldone
👏🏿	applause, approval, awesome, clap, clapping hands: dark skin, congrats, congratulations, dark skin, excited, good job, great, welldone
🙌	celebration, gesture, hand, hooray, khush hokar dono haath uthaana, raised
🙌🏻	Fair skin, celebration, gesture, hand, hooray, khush hokar dono haath uthaana, khush hokar dono haath uthaana: Fair skin, raised
🙌🏼	celebration, gesture, hand, hooray, khush hokar dono haath uthaana, khush hokar dono haath uthaana: medium-fair skin, medium-fair skin, raised
🙌🏽	celebration, gesture, hand, hooray, khush hokar dono haath uthaana, khush hokar dono haath uthaana: medium skin, medium skin, raised
🙌🏾	celebration, gesture, hand, hooray, khush hokar dono haath uthaana, khush hokar dono haath uthaana: medium-dark skin, medium-dark skin, raised
🙌🏿	celebration, dark skin, gesture, hand, hooray, khush hokar dono haath uthaana, khush hokar dono haath uthaana: dark skin, raised
🫶	haathon se bana heart, heart hands, love
🫶🏻	Fair skin, haathon se bana heart, haathon se bana heart: Fair skin, heart hands, love
🫶🏼	haathon se bana heart, haathon se bana heart: medium-fair skin, heart hands, love, medium-fair skin
🫶🏽	haathon se bana heart, haathon se bana heart: medium skin, heart hands, love, medium skin
🫶🏾	haathon se bana heart, haathon se bana heart: medium-dark skin, heart hands, love, medium-dark skin
🫶🏿	dark skin, haathon se bana heart, haathon se bana heart: dark skin, heart hands, love
👐🏻	Fair skin, hand, hands, hug, jazz, open, open hands: Fair skin, swerve
👐🏼	hand, hands, hug, jazz, medium-fair skin, open, open hands: medium-fair skin, swerve
👐🏽	hand, hands, hug, jazz, medium skin, open, open hands: medium skin, swerve
👐🏾	hand, hands, hug, jazz, medium-dark skin, open, open hands: medium-dark skin, swerve
👐🏿	dark skin, hand, hands, hug, jazz, open, open hands: dark skin, swerve
🤲	palms ko eksaath oopar karna, prayer
🤲🏻	Fair skin, palms ko eksaath oopar karna, palms ko eksaath oopar karna: Fair skin, prayer
🤲🏼	medium-fair skin, palms ko eksaath oopar karna, palms ko eksaath oopar karna: medium-fair skin, prayer
🤲🏽	medium skin, palms ko eksaath oopar karna, palms ko eksaath oopar karna: medium skin, prayer
🤲🏾	medium-dark skin, palms ko eksaath oopar karna, palms ko eksaath oopar karna: medium-dark skin, prayer
🤲🏿	dark skin, palms ko eksaath oopar karna, palms ko eksaath oopar karna: dark skin, prayer
🤝🏻	Fair skin, agreement, deal, hand, handshake, handshake: Fair skin, meeting, shake
🤝🏼	agreement, deal, hand, handshake, handshake: medium-fair skin, medium-fair skin, meeting, shake
🤝🏽	agreement, deal, hand, handshake, handshake: medium skin, medium skin, meeting, shake
🤝🏾	agreement, deal, hand, handshake, handshake: medium-dark skin, medium-dark skin, meeting, shake
🤝🏿	agreement, dark skin, deal, hand, handshake, handshake: dark skin, meeting, shake
🙏	ask, high 5, high five, namaste karna, please, pray, thanks
🙏🏻	Fair skin, ask, high 5, high five, namaste karna, namaste karna: Fair skin, please, pray, thanks
🙏🏼	ask, high 5, high five, medium-fair skin, namaste karna, namaste karna: medium-fair skin, please, pray, thanks
🙏🏽	ask, high 5, high five, medium skin, namaste karna, namaste karna: medium skin, please, pray, thanks
🙏🏾	ask, high 5, high five, medium-dark skin, namaste karna, namaste karna: medium-dark skin, please, pray, thanks
🙏🏿	ask, dark skin, high 5, high five, namaste karna, namaste karna: dark skin, please, pray, thanks
✍️	haath, likhna, likhta hua haath
✍🏻	Fair skin, haath, likhna, likhta hua haath, likhta hua haath: Fair skin
✍🏼	haath, likhna, likhta hua haath, likhta hua haath: medium-fair skin, medium-fair skin
✍🏽	haath, likhna, likhta hua haath, likhta hua haath: medium skin, medium skin
✍🏾	haath, likhna, likhta hua haath, likhta hua haath: medium-dark skin, medium-dark skin
