📉	chart, chart decreasing, down, graph, graph decreasing, trend
📊	bar graph
📌	drawing-pin, pin
📍	pin, pushpin, round drawing-pin
🗄️	filing cabinet
🗑️	rubbish bin, trash, waste paper basket
🛠️	hammer, hammer and spanner, hammer and wrench, spanner, tool, wrench
🦯	accessibility, blind, long mobility cane, white cane
🪝	catch, crook, curve, ensnare, fishing, hook, selling point
🧬	DNA, biologist, evolution, gene, genetics, life
📡	satellite dish
💊	capsule, doctor, medicine, pill, sick
🩹	adhesive bandage, bandage, bandaid, dressing
🪞	looking glass, mirror, reflection, reflector
🛋️	couch, couch and lamp, hotel, lamp, sofa, sofa and lamp
🚽	WC, facilities, loo, toilet
🪤	mouse trap
🛒	shopping trolley
🧿	amulet, charm, evil-eye, evil-eye amulet, nazar, talisman
♿️	access, disabled access, wheelchair symbol
🚺️	ladies room, lavatory, restroom, wc, woman, women’s room, women’s toilet
🚼️	baby, baby symbol, change room, changing
🚾	WC, amenities, bathroom, restroom, toilet, water closet
🛂	border, control, passport, security
⛔️	denied, entry, forbidden, no, prohibited, traffic
🚫	denied, entry, forbidden, no, prohibited
🚭️	denied, forbidden, no, prohibited, smoking
🚯	denied, forbidden, litter, no, no littering, prohibited
🚱	non-drinkable water, non-drinking, non-potable, water
🚷	denied, forbidden, no, no pedestrians, pedestrian, prohibited
✝️	Christian, Christian cross, cross, religion
♍️	Virgo, virgin, zodiac
♐️	Sagittarius, archer, centaur, zodiac
♒️	Aquarius, water bearer, zodiac
⏩	fast forward button
🔆	bright button, brightness, brightness button
🛜	Wi-Fi, computer, internet, network, wifi, wireless
➕️	+, add, addition, math, maths, plus, sign
➖️	-, math, maths, minus, sign, subtraction, –
🟰	equality, heavy equals sign, maths
♾️	eternal, forever, infinity, unbound, universal
‼️	double exclamation mark, exclamation, mark, punctuation
⁉️	exclamation, mark, punctuation, question
☑️	ballot, box, check box with check, tick, tick box with tick
✔️	check mark, heavy tick mark, mark, tick
🔠	input Latin uppercase
🔡	input Latin lowercase
🔤	input Latin letters
🅿️	P, P button, car park, carpark, parking
🇧🇱	flag: St. Barthélemy
🇰🇳	flag: St. Kitts & Nevis
🇱🇨	flag: St. Lucia
🇲🇫	flag: St. Martin
🇻🇨	flag: St. Vincent & Grenadines
$	AUD, dollar, money
₪	Israeli Shekel
₹	INR, Indian rupee, currency, rupee
