‾	اوور اسٹرائیک, اوور لائن, خط اشتراک
🫱🏿‍🫲🏻	تعلق, جسم, جلد کی سیاہ رنگت, جلد کی ہلکی رنگت, دوستی, ملانا, ملاوات, وعدہ, ہاتھ, ہاتھ ملانا: جلد کی سیاہ رنگت اور جلد کی ہلکی رنگت
🫱🏿‍🫲🏼	تعلق, جسم, جلد کی درمیانی -ہلکی رنگت, جلد کی سیاہ رنگت, دوستی, ملانا, ملاوات, وعدہ, ہاتھ, ہاتھ ملانا: جلد کی سیاہ رنگت اور جلد کی درمیانی -ہلکی رنگت
🫱🏿‍🫲🏽	تعلق, جسم, جلد کی درمیانی رنگت, جلد کی سیاہ رنگت, دوستی, ملانا, ملاوات, وعدہ, ہاتھ, ہاتھ ملانا: جلد کی سیاہ رنگت اور جلد کی درمیانی رنگت
🫱🏿‍🫲🏾	تعلق, جسم, جلد کی درمیانی سیاہ رنگت, جلد کی سیاہ رنگت, دوستی, ملانا, ملاوات, وعدہ, ہاتھ, ہاتھ ملانا: جلد کی سیاہ رنگت اور جلد کی درمیانی سیاہ رنگت
🫲	آگے بڑھنا, بائیں, بائیں اشارہ کرتا ہاتھ, بائیں طرف, بایاں ہاتھ, تھامنا, مصافحہ, پکڑنا, ہاتھ, ہاتھ ملانا
🫲🏻	آگے بڑھنا, بائیں, بائیں اشارہ کرتا ہاتھ, بائیں اشارہ کرتا ہاتھ: جلد کی ہلکی رنگت, بائیں طرف, بایاں ہاتھ, تھامنا, جلد کی ہلکی رنگت, مصافحہ, پکڑنا, ہاتھ, ہاتھ ملانا
🫲🏼	آگے بڑھنا, بائیں, بائیں اشارہ کرتا ہاتھ, بائیں اشارہ کرتا ہاتھ: جلد کی درمیانی -ہلکی رنگت, بائیں طرف, بایاں ہاتھ, تھامنا, جلد کی درمیانی -ہلکی رنگت, مصافحہ, پکڑنا, ہاتھ, ہاتھ ملانا
🫲🏽	آگے بڑھنا, بائیں, بائیں اشارہ کرتا ہاتھ, بائیں اشارہ کرتا ہاتھ: جلد کی درمیانی رنگت, بائیں طرف, بایاں ہاتھ, تھامنا, جلد کی درمیانی رنگت, مصافحہ, پکڑنا, ہاتھ, ہاتھ ملانا
🫲🏾	آگے بڑھنا, بائیں, بائیں اشارہ کرتا ہاتھ, بائیں اشارہ کرتا ہاتھ: جلد کی درمیانی سیاہ رنگت, بائیں طرف, بایاں ہاتھ, تھامنا, جلد کی درمیانی سیاہ رنگت, مصافحہ, پکڑنا, ہاتھ, ہاتھ ملانا
🫲🏿	آگے بڑھنا, بائیں, بائیں اشارہ کرتا ہاتھ, بائیں اشارہ کرتا ہاتھ: جلد کی سیاہ رنگت, بائیں طرف, بایاں ہاتھ, تھامنا, جلد کی سیاہ رنگت, مصافحہ, پکڑنا, ہاتھ, ہاتھ ملانا
🫳	اٹھانا, اچکنا, برخاست, بھگانا, چھوٹ جانا, گر جانا, گرانا, ہاتھ, ہاتھ سے نکل جانا, ہتھیلی نیچے کیے ہاتھ
🫳🏻	اٹھانا, اچکنا, برخاست, بھگانا, جلد کی ہلکی رنگت, چھوٹ جانا, گر جانا, گرانا, ہاتھ, ہاتھ سے نکل جانا, ہتھیلی نیچے کیے ہاتھ, ہتھیلی نیچے کیے ہاتھ: جلد کی ہلکی رنگت
🫳🏼	اٹھانا, اچکنا, برخاست, بھگانا, جلد کی درمیانی -ہلکی رنگت, چھوٹ جانا, گر جانا, گرانا, ہاتھ, ہاتھ سے نکل جانا, ہتھیلی نیچے کیے ہاتھ, ہتھیلی نیچے کیے ہاتھ: جلد کی درمیانی -ہلکی رنگت
🫳🏽	اٹھانا, اچکنا, برخاست, بھگانا, جلد کی درمیانی رنگت, چھوٹ جانا, گر جانا, گرانا, ہاتھ, ہاتھ سے نکل جانا, ہتھیلی نیچے کیے ہاتھ, ہتھیلی نیچے کیے ہاتھ: جلد کی درمیانی رنگت
🫳🏾	اٹھانا, اچکنا, برخاست, بھگانا, جلد کی درمیانی سیاہ رنگت, چھوٹ جانا, گر جانا, گرانا, ہاتھ, ہاتھ سے نکل جانا, ہتھیلی نیچے کیے ہاتھ, ہتھیلی نیچے کیے ہاتھ: جلد کی درمیانی سیاہ رنگت
🫳🏿	اٹھانا, اچکنا, برخاست, بھگانا, جلد کی سیاہ رنگت, چھوٹ جانا, گر جانا, گرانا, ہاتھ, ہاتھ سے نکل جانا, ہتھیلی نیچے کیے ہاتھ, ہتھیلی نیچے کیے ہاتھ: جلد کی سیاہ رنگت
🫴	آفر, آنا, اشارے سے بلانا, بات بتاؤ, تھامنا, سہارا دینا, مجھے نہیں معلوم, پوری بات بتاؤ, پکڑنا, پیش کش کرنا, ہاتھ, ہتھیلی اوپر کیے ہاتھ
🫴🏻	آفر, آنا, اشارے سے بلانا, بات بتاؤ, تھامنا, جلد کی ہلکی رنگت, سہارا دینا, مجھے نہیں معلوم, پوری بات بتاؤ, پکڑنا, پیش کش کرنا, ہاتھ, ہتھیلی اوپر کیے ہاتھ, ہتھیلی اوپر کیے ہاتھ: جلد کی ہلکی رنگت
🫴🏼	آفر, آنا, اشارے سے بلانا, بات بتاؤ, تھامنا, جلد کی درمیانی -ہلکی رنگت, سہارا دینا, مجھے نہیں معلوم, پوری بات بتاؤ, پکڑنا, پیش کش کرنا, ہاتھ, ہتھیلی اوپر کیے ہاتھ, ہتھیلی اوپر کیے ہاتھ: جلد کی درمیانی -ہلکی رنگت
🫴🏽	آفر, آنا, اشارے سے بلانا, بات بتاؤ, تھامنا, جلد کی درمیانی رنگت, سہارا دینا, مجھے نہیں معلوم, پوری بات بتاؤ, پکڑنا, پیش کش کرنا, ہاتھ, ہتھیلی اوپر کیے ہاتھ, ہتھیلی اوپر کیے ہاتھ: جلد کی درمیانی رنگت
🫴🏾	آفر, آنا, اشارے سے بلانا, بات بتاؤ, تھامنا, جلد کی درمیانی سیاہ رنگت, سہارا دینا, مجھے نہیں معلوم, پوری بات بتاؤ, پکڑنا, پیش کش کرنا, ہاتھ, ہتھیلی اوپر کیے ہاتھ, ہتھیلی اوپر کیے ہاتھ: جلد کی درمیانی سیاہ رنگت
🫴🏿	آفر, آنا, اشارے سے بلانا, بات بتاؤ, تھامنا, جلد کی سیاہ رنگت, سہارا دینا, مجھے نہیں معلوم, پوری بات بتاؤ, پکڑنا, پیش کش کرنا, ہاتھ, ہتھیلی اوپر کیے ہاتھ, ہتھیلی اوپر کیے ہاتھ: جلد کی سیاہ رنگت
🫷	انتظار کرنا, انکار, بائیں طرف, بائیں طرف دھکیلتے ہوئے ہاتھ, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
🫷🏻	انتظار کرنا, انکار, بائیں طرف, بائیں طرف دھکیلتے ہوئے ہاتھ, بائیں طرف دھکیلتے ہوئے ہاتھ: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
🫷🏼	انتظار کرنا, انکار, بائیں طرف, بائیں طرف دھکیلتے ہوئے ہاتھ, بائیں طرف دھکیلتے ہوئے ہاتھ: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
🫷🏽	انتظار کرنا, انکار, بائیں طرف, بائیں طرف دھکیلتے ہوئے ہاتھ, بائیں طرف دھکیلتے ہوئے ہاتھ: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
🫷🏾	انتظار کرنا, انکار, بائیں طرف, بائیں طرف دھکیلتے ہوئے ہاتھ, بائیں طرف دھکیلتے ہوئے ہاتھ: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
🫷🏿	انتظار کرنا, انکار, بائیں طرف, بائیں طرف دھکیلتے ہوئے ہاتھ, بائیں طرف دھکیلتے ہوئے ہاتھ: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
🫸	انتظار کرنا, انکار, دائیں طرف, دائیں طرف دھکیلتے ہوئے ہاتھ, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
🫸🏻	انتظار کرنا, انکار, جلد کی ہلکی رنگت, دائیں طرف, دائیں طرف دھکیلتے ہوئے ہاتھ, دائیں طرف دھکیلتے ہوئے ہاتھ: جلد کی ہلکی رنگت, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
🫸🏼	انتظار کرنا, انکار, جلد کی درمیانی -ہلکی رنگت, دائیں طرف, دائیں طرف دھکیلتے ہوئے ہاتھ, دائیں طرف دھکیلتے ہوئے ہاتھ: جلد کی درمیانی -ہلکی رنگت, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
🫸🏽	انتظار کرنا, انکار, جلد کی درمیانی رنگت, دائیں طرف, دائیں طرف دھکیلتے ہوئے ہاتھ, دائیں طرف دھکیلتے ہوئے ہاتھ: جلد کی درمیانی رنگت, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
🫸🏾	انتظار کرنا, انکار, جلد کی درمیانی سیاہ رنگت, دائیں طرف, دائیں طرف دھکیلتے ہوئے ہاتھ, دائیں طرف دھکیلتے ہوئے ہاتھ: جلد کی درمیانی سیاہ رنگت, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
🫸🏿	انتظار کرنا, انکار, جلد کی سیاہ رنگت, دائیں طرف, دائیں طرف دھکیلتے ہوئے ہاتھ, دائیں طرف دھکیلتے ہوئے ہاتھ: جلد کی سیاہ رنگت, دھکا, دھکیلنا, روکنا, موقوف کرنا, ہائی فائیو, ہاتھ
👌	اشارہ, اوکے, اوکے کا نشان بناتا ہاتھ, بہت اچھا, تین, خوب, زبردست, سمجھ آ گئی, شاندار, مست, نشان, واہ واہ !, ٹھیک ہے, کیا بات ہے, کیا بات ہے!, کیا کہنا!, ہاتھ, یقینی
👌🏻	اشارہ, اوکے, اوکے کا نشان بناتا ہاتھ, اوکے کا نشان بناتا ہاتھ: جلد کی ہلکی رنگت, بہت اچھا, تین, جلد کی ہلکی رنگت, خوب, زبردست, سمجھ آ گئی, شاندار, مست, نشان, واہ واہ !, ٹھیک ہے, کیا بات ہے, کیا بات ہے!, کیا کہنا!, ہاتھ, یقینی
👌🏼	اشارہ, اوکے, اوکے کا نشان بناتا ہاتھ, اوکے کا نشان بناتا ہاتھ: جلد کی درمیانی -ہلکی رنگت, بہت اچھا, تین, جلد کی درمیانی -ہلکی رنگت, خوب, زبردست, سمجھ آ گئی, شاندار, مست, نشان, واہ واہ !, ٹھیک ہے, کیا بات ہے, کیا بات ہے!, کیا کہنا!, ہاتھ, یقینی
👌🏽	اشارہ, اوکے, اوکے کا نشان بناتا ہاتھ, اوکے کا نشان بناتا ہاتھ: جلد کی درمیانی رنگت, بہت اچھا, تین, جلد کی درمیانی رنگت, خوب, زبردست, سمجھ آ گئی, شاندار, مست, نشان, واہ واہ !, ٹھیک ہے, کیا بات ہے, کیا بات ہے!, کیا کہنا!, ہاتھ, یقینی
👌🏾	اشارہ, اوکے, اوکے کا نشان بناتا ہاتھ, اوکے کا نشان بناتا ہاتھ: جلد کی درمیانی سیاہ رنگت, بہت اچھا, تین, جلد کی درمیانی سیاہ رنگت, خوب, زبردست, سمجھ آ گئی, شاندار, مست, نشان, واہ واہ !, ٹھیک ہے, کیا بات ہے, کیا بات ہے!, کیا کہنا!, ہاتھ, یقینی
👌🏿	اشارہ, اوکے, اوکے کا نشان بناتا ہاتھ, اوکے کا نشان بناتا ہاتھ: جلد کی سیاہ رنگت, بہت اچھا, تین, جلد کی سیاہ رنگت, خوب, زبردست, سمجھ آ گئی, شاندار, مست, نشان, واہ واہ !, ٹھیک ہے, کیا بات ہے, کیا بات ہے!, کیا کہنا!, ہاتھ, یقینی
🤌	انگلیاں, بھینچی ہوئی انگلیاں, تفتیش, ذرا بات سنو, رکو ذرا, صبر, طنزیہ, منہ بند رکھو, ٹھہرو, پانچ منٹ, کیا, ہاتھ, ہاتھ کا اشارہ, ہونہہ
🤌🏻	انگلیاں, بھینچی ہوئی انگلیاں, بھینچی ہوئی انگلیاں: جلد کی ہلکی رنگت, تفتیش, جلد کی ہلکی رنگت, ذرا بات سنو, رکو ذرا, صبر, طنزیہ, منہ بند رکھو, ٹھہرو, پانچ منٹ, کیا, ہاتھ, ہاتھ کا اشارہ, ہونہہ
🤌🏼	انگلیاں, بھینچی ہوئی انگلیاں, بھینچی ہوئی انگلیاں: جلد کی درمیانی -ہلکی رنگت, تفتیش, جلد کی درمیانی -ہلکی رنگت, ذرا بات سنو, رکو ذرا, صبر, طنزیہ, منہ بند رکھو, ٹھہرو, پانچ منٹ, کیا, ہاتھ, ہاتھ کا اشارہ, ہونہہ
🤌🏽	انگلیاں, بھینچی ہوئی انگلیاں, بھینچی ہوئی انگلیاں: جلد کی درمیانی رنگت, تفتیش, جلد کی درمیانی رنگت, ذرا بات سنو, رکو ذرا, صبر, طنزیہ, منہ بند رکھو, ٹھہرو, پانچ منٹ, کیا, ہاتھ, ہاتھ کا اشارہ, ہونہہ
🤌🏾	انگلیاں, بھینچی ہوئی انگلیاں, بھینچی ہوئی انگلیاں: جلد کی درمیانی سیاہ رنگت, تفتیش, جلد کی درمیانی سیاہ رنگت, ذرا بات سنو, رکو ذرا, صبر, طنزیہ, منہ بند رکھو, ٹھہرو, پانچ منٹ, کیا, ہاتھ, ہاتھ کا اشارہ, ہونہہ
🤌🏿	انگلیاں, بھینچی ہوئی انگلیاں, بھینچی ہوئی انگلیاں: جلد کی سیاہ رنگت, تفتیش, جلد کی سیاہ رنگت, ذرا بات سنو, رکو ذرا, صبر, طنزیہ, منہ بند رکھو, ٹھہرو, پانچ منٹ, کیا, ہاتھ, ہاتھ کا اشارہ, ہونہہ
🤏	انگلیاں, تھوڑا سا, تھوڑی, تھوڑی مقدار, لوگ, چٹکی, چٹکی لیتا ہوا ہاتھ, کم
🤏🏻	انگلیاں, تھوڑا سا, تھوڑی, تھوڑی مقدار, جلد کی ہلکی رنگت, لوگ, چٹکی, چٹکی لیتا ہوا ہاتھ, چٹکی لیتا ہوا ہاتھ: جلد کی ہلکی رنگت, کم
🤏🏼	انگلیاں, تھوڑا سا, تھوڑی, تھوڑی مقدار, جلد کی درمیانی -ہلکی رنگت, لوگ, چٹکی, چٹکی لیتا ہوا ہاتھ, چٹکی لیتا ہوا ہاتھ: جلد کی درمیانی -ہلکی رنگت, کم
🤏🏽	انگلیاں, تھوڑا سا, تھوڑی, تھوڑی مقدار, جلد کی درمیانی رنگت, لوگ, چٹکی, چٹکی لیتا ہوا ہاتھ, چٹکی لیتا ہوا ہاتھ: جلد کی درمیانی رنگت, کم
🤏🏾	انگلیاں, تھوڑا سا, تھوڑی, تھوڑی مقدار, جلد کی درمیانی سیاہ رنگت, لوگ, چٹکی, چٹکی لیتا ہوا ہاتھ, چٹکی لیتا ہوا ہاتھ: جلد کی درمیانی سیاہ رنگت, کم
🤏🏿	انگلیاں, تھوڑا سا, تھوڑی, تھوڑی مقدار, جلد کی سیاہ رنگت, لوگ, چٹکی, چٹکی لیتا ہوا ہاتھ, چٹکی لیتا ہوا ہاتھ: جلد کی سیاہ رنگت, کم
✌️	اشارہ, جسم, جیت, جیت کا نشان, دست, سکون, سکونت, فتح, فتح کا نشان بناتا ہاتھ, نشان, ہاتھ
✌🏻	اشارہ, جسم, جلد کی ہلکی رنگت, جیت, جیت کا نشان, دست, سکون, سکونت, فتح, فتح کا نشان بناتا ہاتھ, فتح کا نشان بناتا ہاتھ: جلد کی ہلکی رنگت, نشان, ہاتھ
✌🏼	اشارہ, جسم, جلد کی درمیانی -ہلکی رنگت, جیت, جیت کا نشان, دست, سکون, سکونت, فتح, فتح کا نشان بناتا ہاتھ, فتح کا نشان بناتا ہاتھ: جلد کی درمیانی -ہلکی رنگت, نشان, ہاتھ
✌🏽	اشارہ, جسم, جلد کی درمیانی رنگت, جیت, جیت کا نشان, دست, سکون, سکونت, فتح, فتح کا نشان بناتا ہاتھ, فتح کا نشان بناتا ہاتھ: جلد کی درمیانی رنگت, نشان, ہاتھ
✌🏾	اشارہ, جسم, جلد کی درمیانی سیاہ رنگت, جیت, جیت کا نشان, دست, سکون, سکونت, فتح, فتح کا نشان بناتا ہاتھ, فتح کا نشان بناتا ہاتھ: جلد کی درمیانی سیاہ رنگت, نشان, ہاتھ
✌🏿	اشارہ, جسم, جلد کی سیاہ رنگت, جیت, جیت کا نشان, دست, سکون, سکونت, فتح, فتح کا نشان بناتا ہاتھ, فتح کا نشان بناتا ہاتھ: جلد کی سیاہ رنگت, نشان, ہاتھ
🤞	اشارہ, امید, انگلی, اچھی امید, خوش قسمتی, خیر خواہی, قسمت, نصیب, کامیابی, کراس, کراس بناتی انگلیاں, ہاتھ
🤞🏻	اشارہ, امید, انگلی, اچھی امید, جلد کی ہلکی رنگت, خوش قسمتی, خیر خواہی, قسمت, نصیب, کامیابی, کراس, کراس بناتی انگلیاں, کراس بناتی انگلیاں: جلد کی ہلکی رنگت, ہاتھ
🤞🏼	اشارہ, امید, انگلی, اچھی امید, جلد کی درمیانی -ہلکی رنگت, خوش قسمتی, خیر خواہی, قسمت, نصیب, کامیابی, کراس, کراس بناتی انگلیاں, کراس بناتی انگلیاں: جلد کی درمیانی -ہلکی رنگت, ہاتھ
🤞🏽	اشارہ, امید, انگلی, اچھی امید, جلد کی درمیانی رنگت, خوش قسمتی, خیر خواہی, قسمت, نصیب, کامیابی, کراس, کراس بناتی انگلیاں, کراس بناتی انگلیاں: جلد کی درمیانی رنگت, ہاتھ
🤞🏾	اشارہ, امید, انگلی, اچھی امید, جلد کی درمیانی سیاہ رنگت, خوش قسمتی, خیر خواہی, قسمت, نصیب, کامیابی, کراس, کراس بناتی انگلیاں, کراس بناتی انگلیاں: جلد کی درمیانی سیاہ رنگت, ہاتھ
🤞🏿	اشارہ, امید, انگلی, اچھی امید, جلد کی سیاہ رنگت, خوش قسمتی, خیر خواہی, قسمت, نصیب, کامیابی, کراس, کراس بناتی انگلیاں, کراس بناتی انگلیاں: جلد کی سیاہ رنگت, ہاتھ
🫰	دل, دولت, رقم, شہادت کی انگلی اور انگوٹھہ کراس کیے ہوئے ہاتھ, عشق, محبت, مہنگا, مہنگی, پیسہ, چٹکی بجانا, ہاتھ
🫰🏻	جلد کی ہلکی رنگت, دل, دولت, رقم, شہادت کی انگلی اور انگوٹھہ کراس کیے ہوئے ہاتھ, شہادت کی انگلی اور انگوٹھہ کراس کیے ہوئے ہاتھ: جلد کی ہلکی رنگت, عشق, محبت, مہنگا, مہنگی, پیسہ, چٹکی بجانا, ہاتھ
🫰🏼	جلد کی درمیانی -ہلکی رنگت, دل, دولت, رقم, شہادت کی انگلی اور انگوٹھہ کراس کیے ہوئے ہاتھ, شہادت کی انگلی اور انگوٹھہ کراس کیے ہوئے ہاتھ: جلد کی درمیانی -ہلکی رنگت, عشق, محبت, مہنگا, مہنگی, پیسہ, چٹکی بجانا, ہاتھ
🫰🏽	جلد کی درمیانی رنگت, دل, دولت, رقم, شہادت کی انگلی اور انگوٹھہ کراس کیے ہوئے ہاتھ, شہادت کی انگلی اور انگوٹھہ کراس کیے ہوئے ہاتھ: جلد کی درمیانی رنگت, عشق, محبت, مہنگا, مہنگی, پیسہ, چٹکی بجانا, ہاتھ
🫰🏾	جلد کی درمیانی سیاہ رنگت, دل, دولت, رقم, شہادت کی انگلی اور انگوٹھہ کراس کیے ہوئے ہاتھ, شہادت کی انگلی اور انگوٹھہ کراس کیے ہوئے ہاتھ: جلد کی درمیانی سیاہ رنگت, عشق, محبت, مہنگا, مہنگی, پیسہ, چٹکی بجانا, ہاتھ
🫰🏿	جلد کی سیاہ رنگت, دل, دولت, رقم, شہادت کی انگلی اور انگوٹھہ کراس کیے ہوئے ہاتھ, شہادت کی انگلی اور انگوٹھہ کراس کیے ہوئے ہاتھ: جلد کی سیاہ رنگت, عشق, محبت, مہنگا, مہنگی, پیسہ, چٹکی بجانا, ہاتھ
🤟	آپ سے محبت, آپ سے محبت کا اشارہ, اشارہ, اظہارِ محبت, تم سے محبت ہے کا اشارہ, تین انگلیاں, جسم, دست, مجھے تم سے محبت ہے, محبت کا اظہار, ہاتھ
🤟🏻	آپ سے محبت, آپ سے محبت کا اشارہ, آپ سے محبت کا اشارہ: جلد کی ہلکی رنگت, اشارہ, اظہارِ محبت, تم سے محبت ہے کا اشارہ, تین انگلیاں, جسم, جلد کی ہلکی رنگت, دست, مجھے تم سے محبت ہے, محبت کا اظہار, ہاتھ
🤟🏼	آپ سے محبت, آپ سے محبت کا اشارہ, آپ سے محبت کا اشارہ: جلد کی درمیانی -ہلکی رنگت, اشارہ, اظہارِ محبت, تم سے محبت ہے کا اشارہ, تین انگلیاں, جسم, جلد کی درمیانی -ہلکی رنگت, دست, مجھے تم سے محبت ہے, محبت کا اظہار, ہاتھ
🤟🏽	آپ سے محبت, آپ سے محبت کا اشارہ, آپ سے محبت کا اشارہ: جلد کی درمیانی رنگت, اشارہ, اظہارِ محبت, تم سے محبت ہے کا اشارہ, تین انگلیاں, جسم, جلد کی درمیانی رنگت, دست, مجھے تم سے محبت ہے, محبت کا اظہار, ہاتھ
🤟🏾	آپ سے محبت, آپ سے محبت کا اشارہ, آپ سے محبت کا اشارہ: جلد کی درمیانی سیاہ رنگت, اشارہ, اظہارِ محبت, تم سے محبت ہے کا اشارہ, تین انگلیاں, جسم, جلد کی درمیانی سیاہ رنگت, دست, مجھے تم سے محبت ہے, محبت کا اظہار, ہاتھ
🤟🏿	آپ سے محبت, آپ سے محبت کا اشارہ, آپ سے محبت کا اشارہ: جلد کی سیاہ رنگت, اشارہ, اظہارِ محبت, تم سے محبت ہے کا اشارہ, تین انگلیاں, جسم, جلد کی سیاہ رنگت, دست, مجھے تم سے محبت ہے, محبت کا اظہار, ہاتھ
🤘	اشارہ, انگلی, جسم, جلوہ, جیت, زبردست, سینگ, شاندار, واہ واہ, کامیاب, ہاتھ, ہاتھ سے سینگوں کا نشان
🤘🏻	اشارہ, انگلی, جسم, جلد کی ہلکی رنگت, جلوہ, جیت, زبردست, سینگ, شاندار, واہ واہ, کامیاب, ہاتھ, ہاتھ سے سینگوں کا نشان, ہاتھ سے سینگوں کا نشان: جلد کی ہلکی رنگت
🤘🏼	اشارہ, انگلی, جسم, جلد کی درمیانی -ہلکی رنگت, جلوہ, جیت, زبردست, سینگ, شاندار, واہ واہ, کامیاب, ہاتھ, ہاتھ سے سینگوں کا نشان, ہاتھ سے سینگوں کا نشان: جلد کی درمیانی -ہلکی رنگت
🤘🏽	اشارہ, انگلی, جسم, جلد کی درمیانی رنگت, جلوہ, جیت, زبردست, سینگ, شاندار, واہ واہ, کامیاب, ہاتھ, ہاتھ سے سینگوں کا نشان, ہاتھ سے سینگوں کا نشان: جلد کی درمیانی رنگت
🤘🏾	اشارہ, انگلی, جسم, جلد کی درمیانی سیاہ رنگت, جلوہ, جیت, زبردست, سینگ, شاندار, واہ واہ, کامیاب, ہاتھ, ہاتھ سے سینگوں کا نشان, ہاتھ سے سینگوں کا نشان: جلد کی درمیانی سیاہ رنگت
🤘🏿	اشارہ, انگلی, جسم, جلد کی سیاہ رنگت, جلوہ, جیت, زبردست, سینگ, شاندار, واہ واہ, کامیاب, ہاتھ, ہاتھ سے سینگوں کا نشان, ہاتھ سے سینگوں کا نشان: جلد کی سیاہ رنگت
🤙	اشارہ, جسم, فون کرنا, کال, کال کرنے کا اشارہ, ہاتھ
🤙🏻	اشارہ, جسم, جلد کی ہلکی رنگت, فون کرنا, کال, کال کرنے کا اشارہ, کال کرنے کا اشارہ: جلد کی ہلکی رنگت, ہاتھ
🤙🏼	اشارہ, جسم, جلد کی درمیانی -ہلکی رنگت, فون کرنا, کال, کال کرنے کا اشارہ, کال کرنے کا اشارہ: جلد کی درمیانی -ہلکی رنگت, ہاتھ
🤙🏽	اشارہ, جسم, جلد کی درمیانی رنگت, فون کرنا, کال, کال کرنے کا اشارہ, کال کرنے کا اشارہ: جلد کی درمیانی رنگت, ہاتھ
🤙🏾	اشارہ, جسم, جلد کی درمیانی سیاہ رنگت, فون کرنا, کال, کال کرنے کا اشارہ, کال کرنے کا اشارہ: جلد کی درمیانی سیاہ رنگت, ہاتھ
🤙🏿	اشارہ, جسم, جلد کی سیاہ رنگت, فون کرنا, کال, کال کرنے کا اشارہ, کال کرنے کا اشارہ: جلد کی سیاہ رنگت, ہاتھ
👈️	اشارہ, انگلی, بائیں, بائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی, جسم, ہاتھ
👈🏻	اشارہ, انگلی, بائیں, بائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی, بائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی ہلکی رنگت, جسم, جلد کی ہلکی رنگت, ہاتھ
👈🏼	اشارہ, انگلی, بائیں, بائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی, بائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی درمیانی -ہلکی رنگت, جسم, جلد کی درمیانی -ہلکی رنگت, ہاتھ
👈🏽	اشارہ, انگلی, بائیں, بائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی, بائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی درمیانی رنگت, جسم, جلد کی درمیانی رنگت, ہاتھ
👈🏾	اشارہ, انگلی, بائیں, بائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی, بائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی درمیانی سیاہ رنگت, جسم, جلد کی درمیانی سیاہ رنگت, ہاتھ
👈🏿	اشارہ, انگلی, بائیں, بائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی, بائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی سیاہ رنگت, جسم, جلد کی سیاہ رنگت, ہاتھ
👉️	اشارہ, انگلی, جسم, دائیں, دائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی, دایاں, دستِ اشارہ, دیباچہ, ہاتھ
👉🏻	اشارہ, انگلی, جسم, جلد کی ہلکی رنگت, دائیں, دائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی, دائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی ہلکی رنگت, دایاں, دستِ اشارہ, دیباچہ, ہاتھ
👉🏼	اشارہ, انگلی, جسم, جلد کی درمیانی -ہلکی رنگت, دائیں, دائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی, دائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی درمیانی -ہلکی رنگت, دایاں, دستِ اشارہ, دیباچہ, ہاتھ
👉🏽	اشارہ, انگلی, جسم, جلد کی درمیانی رنگت, دائیں, دائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی, دائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی درمیانی رنگت, دایاں, دستِ اشارہ, دیباچہ, ہاتھ
👉🏾	اشارہ, انگلی, جسم, جلد کی درمیانی سیاہ رنگت, دائیں, دائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی, دائیں اشارہ کرتی بیک ہینڈ شہادت کی انگلی: جلد کی درمیانی سیاہ رنگت, دایاں, دستِ اشارہ, دیباچہ, ہاتھ
