🙏🏻	ልመና, ልዑል, ሓሙሽተ, ሕተቱ, ምልክት ምልክት, ቀስቲ, በጃኹም, ብሩኽ, ተዓጺፉ, ናዓባ, ኢድ, ኣእዳው ዓጺፉ፦ ፍኹስ ዝበለ ቆርበት, ኣድኒቕካ, የመስግን እየ, የቐንየልና, ጸሎት, ፍኹስ ዝበለ ቆርበት
🙏🏼	ልመና, ልዑል, ሓሙሽተ, ሕተቱ, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምልክት ምልክት, ቀስቲ, በጃኹም, ብሩኽ, ተዓጺፉ, ናዓባ, ኢድ, ኣእዳው ዓጺፉ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ኣድኒቕካ, የመስግን እየ, የቐንየልና, ጸሎት
🙏🏽	ልመና, ልዑል, ሓሙሽተ, ሕተቱ, ማእከላይ ቆርበት ዘለዎ, ምልክት ምልክት, ቀስቲ, በጃኹም, ብሩኽ, ተዓጺፉ, ናዓባ, ኢድ, ኣእዳው ዓጺፉ፦ ማእከላይ ቆርበት ዘለዎ, ኣድኒቕካ, የመስግን እየ, የቐንየልና, ጸሎት
🙏🏾	ልመና, ልዑል, ሓሙሽተ, ሕተቱ, ማእከላይ-ጸሊም ቆርበት ቆርበት, ምልክት ምልክት, ቀስቲ, በጃኹም, ብሩኽ, ተዓጺፉ, ናዓባ, ኢድ, ኣእዳው ዓጺፉ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ኣድኒቕካ, የመስግን እየ, የቐንየልና, ጸሎት
🙏🏿	ልመና, ልዑል, ሓሙሽተ, ሕተቱ, ምልክት ምልክት, ቀስቲ, በጃኹም, ብሩኽ, ተዓጺፉ, ናዓባ, ኢድ, ኣእዳው ዓጺፉ፦ ጸሊም ቆርበት ቆርበት, ኣድኒቕካ, የመስግን እየ, የቐንየልና, ጸሊም ቆርበት ቆርበት, ጸሎት
✍️	ምጽሓፍ, ናይ ጽሕፈት ኢድ, ኢድ, ጽሓፍ
✍🏻	ምጽሓፍ, ናይ ጽሕፈት ኢድ፦ ፍኹስ ዝበለ ቆርበት, ኢድ, ጽሓፍ, ፍኹስ ዝበለ ቆርበት
✍🏼	ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምጽሓፍ, ናይ ጽሕፈት ኢድ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ኢድ, ጽሓፍ
✍🏽	ማእከላይ ቆርበት ዘለዎ, ምጽሓፍ, ናይ ጽሕፈት ኢድ፦ ማእከላይ ቆርበት ዘለዎ, ኢድ, ጽሓፍ
✍🏾	ማእከላይ-ጸሊም ቆርበት ቆርበት, ምጽሓፍ, ናይ ጽሕፈት ኢድ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ኢድ, ጽሓፍ
✍🏿	ምጽሓፍ, ናይ ጽሕፈት ኢድ፦ ጸሊም ቆርበት ቆርበት, ኢድ, ጸሊም ቆርበት ቆርበት, ጽሓፍ
💅	መመላኽዒ, መመላኽዒታት, ማንኪዩር, ተገይሩ, ኣሰልቺዩዎ, ክንክን, ዝኾነ ይኹን, ጽፍሪ, ጽፍሪ ምጽራይ, ፖሊሽ
💅🏻	መመላኽዒ, መመላኽዒታት, ማንኪዩር, ተገይሩ, ኣሰልቺዩዎ, ክንክን, ዝኾነ ይኹን, ጽፍሪ, ጽፍሪ ምጽራይ፦ ፍኹስ ዝበለ ቆርበት, ፍኹስ ዝበለ ቆርበት, ፖሊሽ
💅🏼	መመላኽዒ, መመላኽዒታት, ማንኪዩር, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ተገይሩ, ኣሰልቺዩዎ, ክንክን, ዝኾነ ይኹን, ጽፍሪ, ጽፍሪ ምጽራይ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ፖሊሽ
💅🏽	መመላኽዒ, መመላኽዒታት, ማንኪዩር, ማእከላይ ቆርበት ዘለዎ, ተገይሩ, ኣሰልቺዩዎ, ክንክን, ዝኾነ ይኹን, ጽፍሪ, ጽፍሪ ምጽራይ፦ ማእከላይ ቆርበት ዘለዎ, ፖሊሽ
💅🏾	መመላኽዒ, መመላኽዒታት, ማንኪዩር, ማእከላይ-ጸሊም ቆርበት ቆርበት, ተገይሩ, ኣሰልቺዩዎ, ክንክን, ዝኾነ ይኹን, ጽፍሪ, ጽፍሪ ምጽራይ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ፖሊሽ
💅🏿	መመላኽዒ, መመላኽዒታት, ማንኪዩር, ተገይሩ, ኣሰልቺዩዎ, ክንክን, ዝኾነ ይኹን, ጸሊም ቆርበት ቆርበት, ጽፍሪ, ጽፍሪ ምጽራይ፦ ጸሊም ቆርበት ቆርበት, ፖሊሽ
🤳	ሴልፊ ምውሳድ, ስልኪ, ካሜራ
🤳🏻	ሴልፊ ምውሳድ, ሴልፊ ምውሳድ፦ ፍኹስ ዝበለ ቆርበት, ስልኪ, ካሜራ, ፍኹስ ዝበለ ቆርበት
🤳🏼	ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ሴልፊ ምውሳድ, ሴልፊ ምውሳድ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ስልኪ, ካሜራ
🤳🏽	ማእከላይ ቆርበት ዘለዎ, ሴልፊ ምውሳድ, ሴልፊ ምውሳድ፦ ማእከላይ ቆርበት ዘለዎ, ስልኪ, ካሜራ
🤳🏾	ማእከላይ-ጸሊም ቆርበት ቆርበት, ሴልፊ ምውሳድ, ሴልፊ ምውሳድ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ስልኪ, ካሜራ
🤳🏿	ሴልፊ ምውሳድ, ሴልፊ ምውሳድ፦ ጸሊም ቆርበት ቆርበት, ስልኪ, ካሜራ, ጸሊም ቆርበት ቆርበት
💪	ሃናጺ ኣካላት, ሓው, ሓያል, መንበር መንበር, መኽሰብ, ምልዓል ክብደት, ቁርጽራጽ, ቅልጽም, ባይሰፕስ, ተቐዲዱ, ኣራዊት, ዝተዓጽፈ ጡንች, ጂምናዝየም, ጃክ ዝገበረ, ጭዋዳ, ፍሌክስ, ፕረስ
💪🏻	ሃናጺ ኣካላት, ሓው, ሓያል, መንበር መንበር, መኽሰብ, ምልዓል ክብደት, ቁርጽራጽ, ቅልጽም, ባይሰፕስ, ተቐዲዱ, ኣራዊት, ዝተዓጽፈ ጡንች፦ ፍኹስ ዝበለ ቆርበት, ጂምናዝየም, ጃክ ዝገበረ, ጭዋዳ, ፍሌክስ, ፍኹስ ዝበለ ቆርበት, ፕረስ
💪🏼	ሃናጺ ኣካላት, ሓው, ሓያል, መንበር መንበር, መኽሰብ, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምልዓል ክብደት, ቁርጽራጽ, ቅልጽም, ባይሰፕስ, ተቐዲዱ, ኣራዊት, ዝተዓጽፈ ጡንች፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ጂምናዝየም, ጃክ ዝገበረ, ጭዋዳ, ፍሌክስ, ፕረስ
💪🏽	ሃናጺ ኣካላት, ሓው, ሓያል, መንበር መንበር, መኽሰብ, ማእከላይ ቆርበት ዘለዎ, ምልዓል ክብደት, ቁርጽራጽ, ቅልጽም, ባይሰፕስ, ተቐዲዱ, ኣራዊት, ዝተዓጽፈ ጡንች፦ ማእከላይ ቆርበት ዘለዎ, ጂምናዝየም, ጃክ ዝገበረ, ጭዋዳ, ፍሌክስ, ፕረስ
💪🏾	ሃናጺ ኣካላት, ሓው, ሓያል, መንበር መንበር, መኽሰብ, ማእከላይ-ጸሊም ቆርበት ቆርበት, ምልዓል ክብደት, ቁርጽራጽ, ቅልጽም, ባይሰፕስ, ተቐዲዱ, ኣራዊት, ዝተዓጽፈ ጡንች፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ጂምናዝየም, ጃክ ዝገበረ, ጭዋዳ, ፍሌክስ, ፕረስ
💪🏿	ሃናጺ ኣካላት, ሓው, ሓያል, መንበር መንበር, መኽሰብ, ምልዓል ክብደት, ቁርጽራጽ, ቅልጽም, ባይሰፕስ, ተቐዲዱ, ኣራዊት, ዝተዓጽፈ ጡንች፦ ጸሊም ቆርበት ቆርበት, ጂምናዝየም, ጃክ ዝገበረ, ጭዋዳ, ጸሊም ቆርበት ቆርበት, ፍሌክስ, ፕረስ
🦾	መካኒካዊ, መካኒካዊ ቅልጽም, ቅልጽም, ተበጻሕነት, ናይ ሰብነት ኣካላት
🦿	መካኒካዊ, መካኒካዊ እግሪ, ተበጻሕነት, ናይ ሰብነት ኣካላት, እግሪ
🦵	መሓውር, ሙሉእ እግሪ, ርግጽ, ብርኪ, ተጠውዩ, እግሪ
🦵🏻	መሓውር, ሙሉእ እግሪ፦ ፍኹስ ዝበለ ቆርበት, ርግጽ, ብርኪ, ተጠውዩ, እግሪ, ፍኹስ ዝበለ ቆርበት
🦵🏼	መሓውር, ሙሉእ እግሪ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ርግጽ, ብርኪ, ተጠውዩ, እግሪ
🦵🏽	መሓውር, ሙሉእ እግሪ፦ ማእከላይ ቆርበት ዘለዎ, ማእከላይ ቆርበት ዘለዎ, ርግጽ, ብርኪ, ተጠውዩ, እግሪ
🦵🏾	መሓውር, ሙሉእ እግሪ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ማእከላይ-ጸሊም ቆርበት ቆርበት, ርግጽ, ብርኪ, ተጠውዩ, እግሪ
🦵🏿	መሓውር, ሙሉእ እግሪ፦ ጸሊም ቆርበት ቆርበት, ርግጽ, ብርኪ, ተጠውዩ, እግሪ, ጸሊም ቆርበት ቆርበት
🦶	ምርጋጽ, ርግጽ, ቁርጭምጭሚት, እግሪ
🦶🏻	ምርጋጽ, ርግጽ, ቁርጭምጭሚት, እግሪ, እግሪ፦ ፍኹስ ዝበለ ቆርበት, ፍኹስ ዝበለ ቆርበት
🦶🏼	ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምርጋጽ, ርግጽ, ቁርጭምጭሚት, እግሪ, እግሪ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ
🦶🏽	ማእከላይ ቆርበት ዘለዎ, ምርጋጽ, ርግጽ, ቁርጭምጭሚት, እግሪ, እግሪ፦ ማእከላይ ቆርበት ዘለዎ
🦶🏾	ማእከላይ-ጸሊም ቆርበት ቆርበት, ምርጋጽ, ርግጽ, ቁርጭምጭሚት, እግሪ, እግሪ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት
🦶🏿	ምርጋጽ, ርግጽ, ቁርጭምጭሚት, እግሪ, እግሪ፦ ጸሊም ቆርበት ቆርበት, ጸሊም ቆርበት ቆርበት
👂️	ምስማዕ, ስምዑ, ኣካል, እዝኒ, ድምጺ
👂🏻	ምስማዕ, ስምዑ, ኣካል, እዝኒ, እዝኒ፦ ፍኹስ ዝበለ ቆርበት, ድምጺ, ፍኹስ ዝበለ ቆርበት
👂🏼	ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምስማዕ, ስምዑ, ኣካል, እዝኒ, እዝኒ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ድምጺ
👂🏽	ማእከላይ ቆርበት ዘለዎ, ምስማዕ, ስምዑ, ኣካል, እዝኒ, እዝኒ፦ ማእከላይ ቆርበት ዘለዎ, ድምጺ
👂🏾	ማእከላይ-ጸሊም ቆርበት ቆርበት, ምስማዕ, ስምዑ, ኣካል, እዝኒ, እዝኒ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ድምጺ
👂🏿	ምስማዕ, ስምዑ, ኣካል, እዝኒ, እዝኒ፦ ጸሊም ቆርበት ቆርበት, ድምጺ, ጸሊም ቆርበት ቆርበት
🦻	ሓገዝ, ምስማዕ, ተሪር, ተበጻሕነት, እዝኒ, እዝኒ ምስ መሳርሒ መስምዒ
🦻🏻	ሓገዝ, ምስማዕ, ተሪር, ተበጻሕነት, እዝኒ, እዝኒ ምስ መሳርሒ መስምዒ፦ ፍኹስ ዝበለ ቆርበት, ፍኹስ ዝበለ ቆርበት
🦻🏼	ሓገዝ, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምስማዕ, ተሪር, ተበጻሕነት, እዝኒ, እዝኒ ምስ መሳርሒ መስምዒ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ
🦻🏽	ሓገዝ, ማእከላይ ቆርበት ዘለዎ, ምስማዕ, ተሪር, ተበጻሕነት, እዝኒ, እዝኒ ምስ መሳርሒ መስምዒ፦ ማእከላይ ቆርበት ዘለዎ
🦻🏾	ሓገዝ, ማእከላይ-ጸሊም ቆርበት ቆርበት, ምስማዕ, ተሪር, ተበጻሕነት, እዝኒ, እዝኒ ምስ መሳርሒ መስምዒ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት
🦻🏿	ሓገዝ, ምስማዕ, ተሪር, ተበጻሕነት, እዝኒ, እዝኒ ምስ መሳርሒ መስምዒ፦ ጸሊም ቆርበት ቆርበት, ጸሊም ቆርበት ቆርበት
👃	ኣካል, ኣፍንጫ, ኣፍንጫ ዘለዎ, ኣፍንጫታት, ይጨኑ, ጨና
👃🏻	ኣካል, ኣፍንጫ, ኣፍንጫ ዘለዎ, ኣፍንጫታት, ኣፍንጫ፦ ፍኹስ ዝበለ ቆርበት, ይጨኑ, ጨና, ፍኹስ ዝበለ ቆርበት
👃🏼	ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ኣካል, ኣፍንጫ, ኣፍንጫ ዘለዎ, ኣፍንጫታት, ኣፍንጫ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ይጨኑ, ጨና
👃🏽	ማእከላይ ቆርበት ዘለዎ, ኣካል, ኣፍንጫ, ኣፍንጫ ዘለዎ, ኣፍንጫታት, ኣፍንጫ፦ ማእከላይ ቆርበት ዘለዎ, ይጨኑ, ጨና
👃🏾	ማእከላይ-ጸሊም ቆርበት ቆርበት, ኣካል, ኣፍንጫ, ኣፍንጫ ዘለዎ, ኣፍንጫታት, ኣፍንጫ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ይጨኑ, ጨና
👃🏿	ኣካል, ኣፍንጫ, ኣፍንጫ ዘለዎ, ኣፍንጫታት, ኣፍንጫ፦ ጸሊም ቆርበት ቆርበት, ይጨኑ, ጨና, ጸሊም ቆርበት ቆርበት
🧠	ሓንጎል, በሊሕ, ንቁሕ
🫀	ህርመት ልቢ, ልቢ, ምህራም, ስነ ልቢ, ቀይሕ, ናህሪ ናህሪ, ናይ ብሓቂ, ኣናቶሚካዊ, ኣናቶሚካዊ ልቢ, ኦርጋን
🫁	ምትንፋስ, ሳናቡእ, ሳንቡእ, ትንፋስ, ትንፋስ ምውጻእ, ኦርጋን
🦷	ሓኪም ስኒ, ስኒ, ኩርምቲ
🦴	ኣዕጽምቲ, ከልቢ, ዓጽሚ, ዳሌ
👀	ኣዒንቲ, ገጽ
👁️	1, ሓደ, ኣካል, ዓይኒ
👅	መልሓስ, ምልሓስ, ስሉርፕ, ኣካል
👄	ልፕስቲክ ልፕስቲክ, ምስዓም, ስዕመት, ኣካል, ኣፍ, ከንፈር, ጽባቐ
🫦	ልፕስቲክ ልፕስቲክ, ምፍልላይ, ሴክሲ, ስንባደ ዝመልኦ, ስዕመት, ተሻቐለ, ተጨኒቑ, ነኸስ, ከንፈር, ከንፈር ዝነክስ, ዘይምቹእ, ጭንቀት ዝመልኦ, ፍርሒ
👶	ህጻን, ሓድሽ ዝተወልደ, ቆልዑ, ነፍሰጾር, ንእሽተይ, ዕሸላት, ዕሸል, ጉ
👶🏻	ህጻን, ህጻን፦ ፍኹስ ዝበለ ቆርበት, ሓድሽ ዝተወልደ, ቆልዑ, ነፍሰጾር, ንእሽተይ, ዕሸላት, ዕሸል, ጉ, ፍኹስ ዝበለ ቆርበት
👶🏼	ህጻን, ህጻን፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ሓድሽ ዝተወልደ, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ቆልዑ, ነፍሰጾር, ንእሽተይ, ዕሸላት, ዕሸል, ጉ
👶🏽	ህጻን, ህጻን፦ ማእከላይ ቆርበት ዘለዎ, ሓድሽ ዝተወልደ, ማእከላይ ቆርበት ዘለዎ, ቆልዑ, ነፍሰጾር, ንእሽተይ, ዕሸላት, ዕሸል, ጉ
👶🏾	ህጻን, ህጻን፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ሓድሽ ዝተወልደ, ማእከላይ-ጸሊም ቆርበት ቆርበት, ቆልዑ, ነፍሰጾር, ንእሽተይ, ዕሸላት, ዕሸል, ጉ
👶🏿	ህጻን, ህጻን፦ ጸሊም ቆርበት ቆርበት, ሓድሽ ዝተወልደ, ቆልዑ, ነፍሰጾር, ንእሽተይ, ዕሸላት, ዕሸል, ጉ, ጸሊም ቆርበት ቆርበት
🧒	መንእሰይ, ቆልዓ, ቈልዓ, ንእሽቶይ, ወዲ ወዲ ወዲ, ድሙቕ ዓይኒ ዘለዎ
🧒🏻	መንእሰይ, ቆልዓ, ቈልዓ፦ ፍኹስ ዝበለ ቆርበት, ንእሽቶይ, ወዲ ወዲ ወዲ, ድሙቕ ዓይኒ ዘለዎ, ፍኹስ ዝበለ ቆርበት
🧒🏼	መንእሰይ, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ቆልዓ, ቈልዓ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ንእሽቶይ, ወዲ ወዲ ወዲ, ድሙቕ ዓይኒ ዘለዎ
🧒🏽	መንእሰይ, ማእከላይ ቆርበት ዘለዎ, ቆልዓ, ቈልዓ፦ ማእከላይ ቆርበት ዘለዎ, ንእሽቶይ, ወዲ ወዲ ወዲ, ድሙቕ ዓይኒ ዘለዎ
🧒🏾	መንእሰይ, ማእከላይ-ጸሊም ቆርበት ቆርበት, ቆልዓ, ቈልዓ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ንእሽቶይ, ወዲ ወዲ ወዲ, ድሙቕ ዓይኒ ዘለዎ
🧒🏿	መንእሰይ, ቆልዓ, ቈልዓ፦ ጸሊም ቆርበት ቆርበት, ንእሽቶይ, ወዲ ወዲ ወዲ, ድሙቕ ዓይኒ ዘለዎ, ጸሊም ቆርበት ቆርበት
👦	መንእሰይ, ወዲ, ውላድ
👦🏻	መንእሰይ, ወዲ, ወዲ፦ ፍኹስ ዝበለ ቆርበት, ውላድ, ፍኹስ ዝበለ ቆርበት
👦🏼	መንእሰይ, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ወዲ, ወዲ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ውላድ
👦🏽	መንእሰይ, ማእከላይ ቆርበት ዘለዎ, ወዲ, ወዲ፦ ማእከላይ ቆርበት ዘለዎ, ውላድ
👦🏾	መንእሰይ, ማእከላይ-ጸሊም ቆርበት ቆርበት, ወዲ, ወዲ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ውላድ
👦🏿	መንእሰይ, ወዲ, ወዲ፦ ጸሊም ቆርበት ቆርበት, ውላድ, ጸሊም ቆርበት ቆርበት
👧	መንእሰይ, ውላድ, ድንግል, ጓል
👧🏻	መንእሰይ, ውላድ, ድንግል, ጓል, ጓል፦ ፍኹስ ዝበለ ቆርበት, ፍኹስ ዝበለ ቆርበት
👧🏼	መንእሰይ, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ውላድ, ድንግል, ጓል, ጓል፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ
👧🏽	መንእሰይ, ማእከላይ ቆርበት ዘለዎ, ውላድ, ድንግል, ጓል, ጓል፦ ማእከላይ ቆርበት ዘለዎ
👧🏾	መንእሰይ, ማእከላይ-ጸሊም ቆርበት ቆርበት, ውላድ, ድንግል, ጓል, ጓል፦ ማእከላይ-ጸሊም ቆርበት ቆርበት
👧🏿	መንእሰይ, ውላድ, ድንግል, ጓል, ጓል፦ ጸሊም ቆርበት ቆርበት, ጸሊም ቆርበት ቆርበት
🧑	ሰብ, ዓቢ ሰብ
🧑🏻	ሰብ, ሰብ፦ ፍኹስ ዝበለ ቆርበት, ዓቢ ሰብ, ፍኹስ ዝበለ ቆርበት
🧑🏼	ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ሰብ, ሰብ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ዓቢ ሰብ
🧑🏽	ማእከላይ ቆርበት ዘለዎ, ሰብ, ሰብ፦ ማእከላይ ቆርበት ዘለዎ, ዓቢ ሰብ
🧑🏾	ማእከላይ-ጸሊም ቆርበት ቆርበት, ሰብ, ሰብ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ዓቢ ሰብ
🧑🏿	ሰብ, ሰብ፦ ጸሊም ቆርበት ቆርበት, ዓቢ ሰብ, ጸሊም ቆርበት ቆርበት
👱	ሰብ, ሰብ: ጸሊም ጸጉሪ, ሰብኣዊ, ጸሊም ቆርበት ዘለዎ, ጸሊም ጸጉሪ ዘለዎ
👱🏻	ሰብ, ሰብ: ጸሊም ጸጉሪ፦ ፍኹስ ዝበለ ቆርበት, ሰብኣዊ, ጸሊም ቆርበት ዘለዎ, ጸሊም ጸጉሪ ዘለዎ, ፍኹስ ዝበለ ቆርበት
👱🏼	ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ሰብ, ሰብ: ጸሊም ጸጉሪ፦ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ሰብኣዊ, ጸሊም ቆርበት ዘለዎ, ጸሊም ጸጉሪ ዘለዎ
👱🏽	ማእከላይ ቆርበት ዘለዎ, ሰብ, ሰብ: ጸሊም ጸጉሪ፦ ማእከላይ ቆርበት ዘለዎ, ሰብኣዊ, ጸሊም ቆርበት ዘለዎ, ጸሊም ጸጉሪ ዘለዎ
👱🏾	ማእከላይ-ጸሊም ቆርበት ቆርበት, ሰብ, ሰብ: ጸሊም ጸጉሪ፦ ማእከላይ-ጸሊም ቆርበት ቆርበት, ሰብኣዊ, ጸሊም ቆርበት ዘለዎ, ጸሊም ጸጉሪ ዘለዎ
👱🏿	ሰብ, ሰብ: ጸሊም ጸጉሪ፦ ጸሊም ቆርበት ቆርበት, ሰብኣዊ, ጸሊም ቆርበት ቆርበት, ጸሊም ቆርበት ዘለዎ, ጸሊም ጸጉሪ ዘለዎ
🧑🏻‍❤‍💋‍🧑🏼	ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምስዓም፦ ሰብ፣ ሰብ፣ ፍኹስ ዝበለ ቆርበት፣ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ሰብ, ስዕመት, ፍኹስ ዝበለ ቆርበት
🧑🏻‍❤‍💋‍🧑🏽	ማእከላይ ቆርበት ዘለዎ, ምስዓም፦ ሰብ፣ ሰብ፣ ፍኹስ ዝበለ ቆርበት፣ ማእከላይ ቆርበት ዘለዎ, ሰብ, ስዕመት, ፍኹስ ዝበለ ቆርበት
🧑🏻‍❤‍💋‍🧑🏾	ማእከላይ-ጸሊም ቆርበት ቆርበት, ምስዓም፦ ሰብ፣ ሰብ፣ ፍኹስ ዝበለ ቆርበት፣ ማእከላይ-ጸሊም ቆርበት ቆርበት, ሰብ, ስዕመት, ፍኹስ ዝበለ ቆርበት
🧑🏻‍❤‍💋‍🧑🏿	ምስዓም፦ ሰብ፣ ሰብ፣ ፍኹስ ዝበለ ቆርበት፣ ጸሊም ቆርበት ቆርበት, ሰብ, ስዕመት, ጸሊም ቆርበት ቆርበት, ፍኹስ ዝበለ ቆርበት
🧑🏼‍❤‍💋‍🧑🏻	ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ-ፈኲስ ቆርበት ዘለዎ፣ ፍኹስ ዝበለ ቆርበት, ሰብ, ስዕመት, ፍኹስ ዝበለ ቆርበት
🧑🏼‍❤‍💋‍🧑🏽	ማእከላይ ቆርበት ዘለዎ, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ-ፈኲስ ቆርበት ዘለዎ፣ ማእከላይ ቆርበት ዘለዎ, ሰብ, ስዕመት
🧑🏼‍❤‍💋‍🧑🏾	ማእከላይ-ጸሊም ቆርበት ቆርበት, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ-ፈኲስ ቆርበት ዘለዎ፣ ማእከላይ-ጸሊም ቆርበት ቆርበት, ሰብ, ስዕመት
🧑🏼‍❤‍💋‍🧑🏿	ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ-ፈኲስ ቆርበት ዘለዎ፣ ጸሊም ቆርበት ቆርበት, ሰብ, ስዕመት, ጸሊም ቆርበት ቆርበት
🧑🏽‍❤‍💋‍🧑🏻	ማእከላይ ቆርበት ዘለዎ, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ ቆርበት ዘለዎ፣ ፍኹስ ዝበለ ቆርበት, ሰብ, ስዕመት, ፍኹስ ዝበለ ቆርበት
🧑🏽‍❤‍💋‍🧑🏼	ማእከላይ ቆርበት ዘለዎ, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ ቆርበት ዘለዎ፣ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ሰብ, ስዕመት
🧑🏽‍❤‍💋‍🧑🏾	ማእከላይ ቆርበት ዘለዎ, ማእከላይ-ጸሊም ቆርበት ቆርበት, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ ቆርበት ዘለዎ፣ ማእከላይ-ጸሊም ቆርበት ቆርበት, ሰብ, ስዕመት
🧑🏽‍❤‍💋‍🧑🏿	ማእከላይ ቆርበት ዘለዎ, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ ቆርበት ዘለዎ፣ ጸሊም ቆርበት ቆርበት, ሰብ, ስዕመት, ጸሊም ቆርበት ቆርበት
🧑🏾‍❤‍💋‍🧑🏻	ማእከላይ-ጸሊም ቆርበት ቆርበት, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ-ጸሊም ቆርበት ቆርበት፣ ፍኹስ ዝበለ ቆርበት, ሰብ, ስዕመት, ፍኹስ ዝበለ ቆርበት
🧑🏾‍❤‍💋‍🧑🏼	ማእከላይ-ጸሊም ቆርበት ቆርበት, ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ-ጸሊም ቆርበት ቆርበት፣ ማእከላይ-ፈኲስ ቆርበት ዘለዎ, ሰብ, ስዕመት
🧑🏾‍❤‍💋‍🧑🏽	ማእከላይ ቆርበት ዘለዎ, ማእከላይ-ጸሊም ቆርበት ቆርበት, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ-ጸሊም ቆርበት ቆርበት፣ ማእከላይ ቆርበት ዘለዎ, ሰብ, ስዕመት
🧑🏾‍❤‍💋‍🧑🏿	ማእከላይ-ጸሊም ቆርበት ቆርበት, ምስዓም፦ ሰብ፣ ሰብ፣ ማእከላይ-ጸሊም ቆርበት ቆርበት፣ ጸሊም ቆርበት ቆርበት, ሰብ, ስዕመት, ጸሊም ቆርበት ቆርበት
🧑🏿‍❤‍💋‍🧑🏻	ምስዓም፦ ሰብ፣ ሰብ፣ ጸሊም ቆርበት ቆርበት፣ ፍኹስ ዝበለ ቆርበት, ሰብ, ስዕመት, ጸሊም ቆርበት ቆርበት, ፍኹስ ዝበለ ቆርበት
